BuildingType,PropertyGFABuilding(s),YearBuilt,Longitude,NumberofBuildings,Neighborhood,NumberofFloors,PrimaryPropertyType,ComplianceStatus,SiteEnergyUse(kBtu),PropertyGFATotal,TotalGHGEmissions,Latitude,PropertyGFAParking,ListOfAllPropertyUseTypes,CouncilDistrictCode,OSEBuildingID,Age,Central,Delridge,Downtown,East,Greater duwamish,Lake union,Magnolia / queen anne,North,Northeast,Northwest,Southeast,Southwest,Hospital,Hotel,K-12 School,Laboratory,Large Office,Low-Rise Multifamily,Medical Office,Mixed Use Property,Other,Refrigerated Warehouse,Residence Hall,Restaurant,Retail Store,Self-Storage Facility,Senior Care Community,Small- and Mid-Sized Office,Supermarket / Grocery Store,University,Warehouse,Worship Facility,NonResidential,Nonresidential COS,SPS-District K-12,CSC 2,CSC 3,CSC 4,CSC 5,CSC 6,CSC 7
NonResidential,2.0417754341847547,1940,-122.33361000000001,0.9090909090909091,Greater duwamish,0.5639717536764728,Other,1,10.672855388135392,1.8211807858768485,4.447639266359598,47.56785,0.0,"Office, Other",CSC 2,555,18.537407575237008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.044318026441115,1953,-122.33273,0.9090909090909091,Greater duwamish,0.5639717536764728,Refrigerated Warehouse,1,11.21988834890487,1.8224720959830056,5.143591903744489,47.56637,0.0,"Office, Parking, Refrigerated Warehouse",CSC 2,556,16.538790498396306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0412325886696197,2003,-122.35506000000001,0.9090909090909091,Northwest,0.5639717536764728,Supermarket / Grocery Store,1,11.141054057481599,1.8212487306871887,6.302032853268185,47.69267,2.3589993100897626,"Parking, Supermarket/Grocery Store",CSC 5,557,6.040011566967987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.041931140886562,1980,-122.3105,0.9090909090909091,North,0.5639717536764728,Supermarket / Grocery Store,1,11.017296206985522,1.8212611748839613,5.845483238328116,47.73315,0.0,Supermarket/Grocery Store,CSC 5,558,11.698022657566806,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.046471445562971,2005,-122.33078,0.9090909090909091,Lake union,1.1328599915937387,Large Office,1,10.930082644195723,1.824018297538665,4.126211335993702,47.620290000000004,2.400791764020943,"Office, Parking, Retail Store",CSC 7,561,5.392980935718334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.044315097635237,1996,-122.33027,0.9090909090909091,Lake union,1.0203072757974183,Retail Store,1,10.97075167980158,1.8237740551798232,5.458212404958354,47.62,2.402640990088728,Retail Store,CSC 7,562,8.03414494165126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.04222107845988,1914,-122.30957,0.9090909090909091,Central,0.7978618320884237,Small- and Mid-Sized Office,1,10.702940947216703,1.8214104402077536,3.7517910784092288,47.59367,0.0,"Office, Other - Services, Parking",CSC 3,563,22.131974788944024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NonResidential,2.0424499999310446,1970,-122.31123999999998,0.9090909090909091,Greater duwamish,0.5639717536764728,Small- and Mid-Sized Office,1,10.456726020569025,1.8215278944344748,4.654864900166049,47.59388,0.0,"Office, Other",CSC 3,564,13.630307491989226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NonResidential,2.0420404715723324,2006,-122.30186,0.9090909090909091,Northeast,0.9316864056685098,Large Office,1,10.751437302326934,1.8224406409355818,4.00900256721065,47.66517,2.390146696347869,"Office, Parking",CSC 4,565,5.051670849108745,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
NonResidential,2.0433110726395105,1926,-122.30982,0.9090909090909091,Central,0.9316864056685098,Other,1,11.061298787348829,1.821966396850703,4.594487620669456,47.6144,0.0,Other,CSC 3,566,20.529668595478103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
NonResidential,2.04744331186975,1991,-122.32765,0.9090909090909091,Greater duwamish,0.7978618320884237,Warehouse,1,10.876506710627325,1.8239815692815402,5.804527143332506,47.56407,0.0,"Non-Refrigerated Warehouse, Office",CSC 2,568,9.281308909520217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0473108188162508,1932,-122.31598999999999,0.9090909090909091,Greater duwamish,1.3158619714759126,Mixed Use Property,1,11.292964652154108,1.8239198178755047,5.740241195975207,47.5928,0.0,"Medical Office, Office, Parking",CSC 2,569,19.69366253977929,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0415612298042145,1978,-122.32626,0.9090909090909091,Lake union,1.0203072757974183,Small- and Mid-Sized Office,1,10.651023365139608,1.8220982995297,3.6147321842914644,47.640370000000004,2.3861381399178705,"Data Center, Office, Parking",CSC 4,570,12.101308980579928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
NonResidential,2.0440992879439066,1989,-122.33316,0.9090909090909091,Greater duwamish,0.7978618320884237,Distribution Center,1,10.235787849682788,1.8223629335868068,3.8485606232549103,47.53687,0.0,"Distribution Center, Office",CSC 1,571,9.750102522637482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NonResidential,2.0411581683245434,1928,-122.33084,0.9090909090909091,Lake union,0.5639717536764728,Mixed Use Property,1,10.363253696262083,1.821512682890439,4.286854343284881,47.62405,2.374254306174787,"Office, Other, Parking",CSC 7,572,20.25377347033129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0432045571330852,1990,-122.33006999999999,0.9090909090909091,Lake union,1.0841848388382287,Large Office,1,10.676475846744355,1.823008870596161,3.6737424237268517,47.62488,2.395178678298483,"Office, Parking",CSC 7,573,9.517617050819142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0473021219397647,1950,-122.3255,0.9090909090909091,North,0.7978618320884237,Retail Store,1,10.833946682292336,1.8239157562958948,5.04008041693247,47.70759,0.0,Retail Store,CSC 5,574,17.014787515592495,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.043618720843887,1974,-122.33171000000002,0.9090909090909091,Northwest,1.0841848388382287,Small- and Mid-Sized Office,1,10.93110721531675,1.8221217450720248,5.926173148826276,47.707440000000005,0.0,Office,CSC 5,575,12.881486991445298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.0441186060348566,1969,-122.31843,10.0,North,0.7978618320884237,Other,1,10.703454305215725,1.8223725902465022,3.9496765927202433,47.7094,0.0,Strip Mall,CSC 5,576,13.813073453960884,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.0436224892228565,1981,-122.33278999999999,0.9090909090909091,Northwest,1.1328599915937387,Small- and Mid-Sized Office,1,10.773009137827602,1.8221236434375987,3.8998324221802236,47.70732,0.0,"Office, Parking",CSC 5,577,11.492783583396387,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.041318359388451,1976,-122.34143,0.9090909090909091,Delridge,0.5639717536764728,Distribution Center,1,9.960596059793474,1.8209439080115628,3.167112979413772,47.53926,0.0,"Distribution Center, Office",CSC 1,578,12.495588243604647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NonResidential,2.0453185368156417,1968,-122.33847,0.9090909090909091,Delridge,0.5639717536764728,Warehouse,1,10.28925659944995,1.8229661221774087,4.179157753502385,47.53689,0.0,Non-Refrigerated Warehouse,CSC 1,579,13.994170749588626,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NonResidential,2.042739463258014,2005,-122.33493999999999,0.9090909090909091,Northwest,0.9316864056685098,Other,1,10.813479253325394,1.8231716341457118,4.011368977408457,47.708870000000005,2.39824017429486,"Medical Office, Parking",CSC 5,581,5.392980935718334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.0423436622086153,2005,-122.33782,0.9090909090909091,Northwest,0.9316864056685098,Medical Office,1,10.642581819410651,1.821473379381781,3.5949494392729315,47.7126,0.0,"Medical Office, Retail Store",CSC 5,582,5.392980935718334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.0414966534989767,1948,-122.34295,0.9090909090909091,Northwest,0.7978618320884237,Warehouse,1,9.888478145302791,1.821036465681199,3.6193888788868884,47.69814,0.0,"Non-Refrigerated Warehouse, Office",CSC 5,583,17.326918971950015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
NonResidential,2.0412006457368332,1980,-122.32913,0.9090909090909091,Greater duwamish,0.5639717536764728,Warehouse,1,10.20073871159209,1.8208826910242544,4.196303901391913,47.526959999999995,0.0,Non-Refrigerated Warehouse,CSC 1,584,11.698022657566806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NonResidential,2.0451530080923734,1961,-122.33272,0.9090909090909091,Northwest,0.9316864056685098,Medical Office,1,11.167216493573862,1.822885013957097,5.933297718098881,47.70449,0.0,Medical Office,CSC 5,585,15.21895109642605,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.0458587534503025,1965,-122.3255,0.9090909090909091,North,0.7978618320884237,Retail Store,1,10.779624375706387,1.8232289765126761,4.664999852552669,47.70759,0.0,Retail Store,CSC 5,586,14.527927260856787,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.045273736850536,2002,-122.32505,10.0,Lake union,1.0841848388382287,Mixed Use Property,1,11.62614776138528,1.8237227273167869,7.431839212566455,47.63451,2.400020539373705,"Laboratory, Office, Parking",CSC 4,588,6.348188509607683,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
NonResidential,2.0443317956894234,2000,-122.33157,0.9090909090909091,Lake union,1.0203072757974183,Large Office,1,10.781739055525815,1.823286160441401,3.920376150072693,47.6244,2.3958700977557803,"Office, Parking",CSC 7,589,6.9385729444419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0443415682297683,1969,-122.33474,0.9090909090909091,Greater duwamish,0.7978618320884237,Warehouse,1,9.916697389520813,1.8224838208933372,3.247352531182038,47.56089,0.0,Non-Refrigerated Warehouse,CSC 2,590,13.813073453960884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
NonResidential,2.030096122490655,2000,-122.335,0.9090909090909091,Greater duwamish,0.5639717536764728,Other,1,10.180280493317284,1.8210155556282597,4.024610355403873,47.55787,2.3899011618409185,Other,CSC 2,592,6.9385729444419,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.044534804776344,1973,-122.33163,10.0,Greater duwamish,0.5639717536764728,Other,1,10.312921749555374,1.822579884461486,4.8453867797453665,47.55741,0.0,Other,CSC 2,594,13.0714698934223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.041510353092907,1948,-122.33186,0.9090909090909091,Greater duwamish,0.5639717536764728,Small- and Mid-Sized Office,1,10.252380759201376,1.8210435692849012,3.1680596805607966,47.5563,0.0,Office,CSC 2,595,17.326918971950015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0411589881921826,1938,-122.33316,0.9090909090909091,Greater duwamish,0.5639717536764728,Small- and Mid-Sized Office,1,10.459806391014734,1.8208610065588267,4.31006328312216,47.55623,0.0,Office,CSC 2,596,18.831243232577346,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.046201417926894,2009,-122.36737,0.9090909090909091,Magnolia / queen anne,1.0203072757974183,Large Office,1,10.793384117715311,1.8238763468468515,4.021208810220504,47.6252,2.398989714719568,"Office, Parking",CSC 7,597,3.935154769520008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0412424037624706,1957,-122.33221,0.9090909090909091,Greater duwamish,0.5639717536764728,Warehouse,1,10.353614333507284,1.8209044170831652,4.838710129323486,47.565490000000004,0.0,"Non-Refrigerated Warehouse, Office",CSC 2,598,15.888562475942397,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0431185803748892,1971,-122.32753999999998,0.9090909090909091,Greater duwamish,0.5639717536764728,Refrigerated Warehouse,1,10.404390617015007,1.8218688350194616,3.0777402109526637,47.56158,0.0,Refrigerated Warehouse,CSC 2,599,13.445821482930898,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0441164005181354,1956,-122.32888999999999,0.9090909090909091,Greater duwamish,0.5639717536764728,Warehouse,1,10.402501998130395,1.8223714879149056,3.7774833030311425,47.56558,0.0,Non-Refrigerated Warehouse,CSC 2,600,16.052864663139307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0414527714385544,1904,-122.33572,0.9090909090909091,Lake union,0.7978618320884237,Mixed Use Property,1,10.493229421298397,1.8210137037054754,4.288683032220182,47.66113,0.0,"Multifamily Housing, Parking, Restaurant, Retail Store",CSC 4,601,23.40533078583279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
NonResidential,2.0449376469905696,2008,-122.32592,0.9090909090909091,Lake union,0.9316864056685098,Mixed Use Property,1,11.322023683000282,1.8232864117880923,6.779607112062718,47.63465,2.39235916123631,"Laboratory, Office, Parking",CSC 4,602,4.325108046722786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
NonResidential,2.044382713315775,1920,-122.32746000000002,0.9090909090909091,Lake union,0.9316864056685098,Other,1,11.253549869575876,1.823238407603714,6.279634702734935,47.63108,2.3947327198943644,"Other, Parking",CSC 3,603,21.341737195808,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
NonResidential,2.044938199744011,1971,-122.3396,0.9090909090909091,Lake union,1.2708700125157673,Large Office,1,11.116482474847821,1.8227793792330567,6.165744101037759,47.63,0.0,"Food Service, Office, Parking, Restaurant",CSC 7,604,13.445821482930898,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0439430453479384,1970,-122.33968,0.9090909090909091,Lake union,1.171439663536796,Small- and Mid-Sized Office,1,10.720664791044655,1.822284720126281,3.7766813221646682,47.633759999999995,0.0,"Office, Parking",CSC 7,605,13.630307491989226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.043903379643865,1974,-122.3275,0.9090909090909091,Greater duwamish,0.5639717536764728,Warehouse,1,10.013180390428994,1.8222648325590558,2.201652983169725,47.55515,0.0,Non-Refrigerated Warehouse,CSC 2,606,12.881486991445298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
NonResidential,2.042133450023212,2002,-122.26825,0.9090909090909091,Southeast,0.5639717536764728,Supermarket / Grocery Store,1,11.092061185918563,1.8213653863898596,5.973119717906565,47.52095,0.0,"Parking, Supermarket/Grocery Store",CSC 2,607,6.348188509607683,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0432552897152654,1904,-122.33379,0.9090909090909091,Downtown,1.0841848388382287,Small- and Mid-Sized Office,1,10.402354967705078,1.8219381524250302,3.0484917536539866,47.59895,0.0,Office,CSC 2,609,23.40533078583279,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.044152044685829,1906,-122.33327,0.9090909090909091,Downtown,1.171439663536796,Small- and Mid-Sized Office,1,10.789976433490565,1.8223892982162897,5.084044059451581,47.59855,0.0,"Office, Retail Store",CSC 2,610,23.15475901495937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0429443637418547,1907,-122.33379,0.9090909090909091,Downtown,1.1328599915937387,Small- and Mid-Sized Office,1,10.406056493521415,1.8217803012079765,3.0569310835892884,47.59856,0.0,Office,CSC 2,611,23.02872805952191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.042737156092359,1900,-122.3338,0.9090909090909091,Downtown,1.0203072757974183,Small- and Mid-Sized Office,1,10.27905744898427,1.821674717161609,4.4827624334677365,47.599790000000006,0.0,"Office, Retail Store",CSC 7,612,23.900688288443316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.043542671905158,1900,-122.33379,0.9090909090909091,Downtown,1.0203072757974183,Small- and Mid-Sized Office,1,10.26055824595007,1.822083411085857,3.33901672918748,47.60035,0.0,"Enclosed Mall, Office",CSC 7,613,23.900688288443316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.042217819005309,1900,-122.33248,0.9090909090909091,Downtown,1.1328599915937387,Small- and Mid-Sized Office,1,10.510175675745595,1.8218448471329767,3.291647078157582,47.601459999999996,2.3719656727601963,"Office, Restaurant, Retail Store",CSC 7,614,23.900688288443316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0457861535658255,1900,-122.33247,0.9090909090909091,Downtown,1.0203072757974183,Large Office,1,10.855664172261687,1.8231938211028775,5.048521583988575,47.59962,0.0,"Office, Retail Store",CSC 7,615,23.900688288443316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0457186642347787,1907,-122.33198,0.9090909090909091,Downtown,1.171439663536796,Large Office,1,10.59949670315961,1.8231610922286046,4.760278465758734,47.59858,0.0,Office,CSC 2,616,23.02872805952191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Nonresidential COS,2.0426056314296166,1906,-122.3299,0.9090909090909091,Downtown,0.9316864056685098,Other,1,10.215261698120107,1.8216075400599252,2.636066072390699,47.59871,0.0,"Data Center, Office, Other, Other - Entertainment/Public Assembly",CSC 2,619,23.15475901495937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NonResidential,2.0417832646467398,1910,-122.32905,0.9090909090909091,Greater duwamish,0.9316864056685098,Mixed Use Property,1,10.319282039567229,1.821184832384911,3.541664865879748,47.593340000000005,0.0,"Distribution Center, Non-Refrigerated Warehouse, Office",CSC 2,620,22.647575923634708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.043452422009127,1922,-122.32666,0.9090909090909091,Greater duwamish,0.5639717536764728,Warehouse,1,10.273704448144123,1.8220378612404393,4.314288969243917,47.59366,0.0,"Non-Refrigerated Warehouse, Retail Store",CSC 2,621,21.073570643922555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0431233815016214,1953,-122.33131000000002,0.9090909090909091,Greater duwamish,0.7978618320884237,Other,1,10.560021401073115,1.8218712717297607,5.067238093359914,47.579409999999996,0.0,"Distribution Center, Office, Other",CSC 2,622,16.538790498396306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.043894080897286,1962,-122.33053999999998,0.9090909090909091,Greater duwamish,0.7978618320884237,Distribution Center,1,10.452979137714642,1.8222601685382662,4.44577381625772,47.57658,0.0,"Distribution Center, Office",CSC 2,623,15.04828960637776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.044286868561723,1900,-122.33368999999999,0.9090909090909091,Greater duwamish,1.0203072757974183,Large Office,1,10.603533118370883,1.8228334385070688,3.50506470520837,47.58361,2.383387611026829,Office,CSC 2,625,23.900688288443316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0432497737615756,1954,-122.33263999999998,0.9090909090909091,Greater duwamish,0.5639717536764728,Warehouse,1,9.829425868004833,1.8219353582850644,2.860679108557984,47.58781,0.0,Non-Refrigerated Warehouse,CSC 2,626,16.377951851384967,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0419706782957228,1904,-122.33368,0.9090909090909091,Greater duwamish,1.0203072757974183,Small- and Mid-Sized Office,1,10.182003800655092,1.8212815622459388,3.821462416782866,47.59486,0.0,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",CSC 2,627,23.40533078583279,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0424064052783186,1910,-122.33367,0.9090909090909091,Greater duwamish,1.1328599915937387,Distribution Center,1,10.378272069975019,1.821847777182312,2.994724377626834,47.59403,2.3676402830366308,"Distribution Center, Office, Parking",CSC 2,628,22.647575923634708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0417465024451626,1907,-122.33371000000001,0.9090909090909091,Greater duwamish,1.0203072757974183,Distribution Center,1,9.9300986150804,1.8211658315345196,2.02704029051899,47.59363,0.0,"Distribution Center, Non-Refrigerated Warehouse, Office, Retail Store",CSC 2,629,23.02872805952191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.04254547754174,1904,-122.33378,0.9090909090909091,Downtown,1.0203072757974183,Small- and Mid-Sized Office,1,10.71637126796474,1.8215767757403891,5.112864952036965,47.59701,0.0,"Office, Retail Store",CSC 2,630,23.40533078583279,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0423845813955945,1909,-122.33368,0.9090909090909091,Downtown,1.1328599915937387,Small- and Mid-Sized Office,1,10.412301842920114,1.8218389682512586,3.072058276362427,47.59639,2.3676402830366308,"Office, Parking",CSC 2,632,22.775143281049452,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
