BuildingType,PropertyGFABuilding(s),YearBuilt,Longitude,NumberofBuildings,Neighborhood,NumberofFloors,PrimaryPropertyType,ComplianceStatus,SiteEnergyUse(kBtu),PropertyGFATotal,TotalGHGEmissions,Latitude,PropertyGFAParking,ListOfAllPropertyUseTypes,CouncilDistrictCode,OSEBuildingID,Age,Central,Delridge,Downtown,East,Greater duwamish,Lake union,Magnolia / queen anne,North,Northeast,Northwest,Southeast,Southwest,Hospital,Hotel,K-12 School,Laboratory,Large Office,Low-Rise Multifamily,Medical Office,Mixed Use Property,Other,Refrigerated Warehouse,Residence Hall,Restaurant,Retail Store,Self-Storage Facility,Senior Care Community,Small- and Mid-Sized Office,Supermarket / Grocery Store,University,Warehouse,Worship Facility,NonResidential,Nonresidential COS,SPS-District K-12,CSC 2,CSC 3,CSC 4,CSC 5,CSC 6,CSC 7
NonResidential,2.037189619258482,1916,-122.33923999999999,0.9090909090909091,Downtown,0.7978618320884237,Other,1,10.01529630184222,1.8187505451715027,2.206372575826967,47.60849,0.0,"Other - Entertainment/Public Assembly, Restaurant, Retail Store",CSC 7,21468,21.8708707552081,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0409125039092806,1919,-122.33997,0.9090909090909091,Downtown,1.0203072757974183,Small- and Mid-Sized Office,1,10.25530461362825,1.8207324849423556,4.492159313776011,47.60994,0.0,"Office, Retail Store",CSC 7,21469,21.474907283849166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Campus,2.04108357160215,1900,-122.33978,0.9090909090909091,Downtown,0.7978618320884237,Mixed Use Property,1,10.702347598970903,1.8208217220913006,4.746111777431877,47.60805,0.0,"Food Sales, Office, Restaurant, Retail Store, Self-Storage Facility, Social/Meeting Hall",CSC 7,21478,23.900688288443316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Campus,2.040663566549862,1942,-122.34078999999998,0.9090909090909091,Downtown,1.0203072757974183,Low-Rise Multifamily,1,10.53631140635765,1.8206023139231937,3.351035041808418,47.60918,0.0,"Bar/Nightclub, Food Sales, Multifamily Housing, Restaurant, Retail Store, Self-Storage Facility",CSC 7,21481,18.240192388538496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Campus,2.0370402400663212,1912,-122.34052,0.9090909090909091,Downtown,0.7978618320884237,Restaurant,1,10.809483209324359,1.8186695717246237,5.6073130018996284,47.60895,0.0,"Food Sales, Office, Restaurant",CSC 7,21482,22.39085627071869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NonResidential,2.0400508974951435,1915,-122.34156999999999,0.9090909090909091,Downtown,1.1328599915937387,Small- and Mid-Sized Office,1,10.401875615498158,1.8202804060486248,3.9126299189387623,47.60836,0.0,"Non-Refrigerated Warehouse, Office, Retail Store",CSC 7,21483,22.00170449907994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.04086589601899,1990,-122.34556,0.9090909090909091,Downtown,1.0203072757974183,Mixed Use Property,1,10.165745596171604,1.8220184974404552,2.528267102836844,47.611129999999996,2.387616732097408,"Office, Parking, Retail Store",CSC 7,21488,9.517617050819142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0393590415861502,1910,-122.34213999999999,0.9090909090909091,Downtown,1.0203072757974183,Small- and Mid-Sized Office,1,10.204543021381987,1.8199143626692416,2.612334930891348,47.610409999999995,0.0,Office,CSC 7,21495,22.647575923634708,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0390945177488575,1918,-122.34251,0.9090909090909091,Downtown,0.5639717536764728,Mixed Use Property,1,10.67661392658877,1.8197737277822585,5.150971525789122,47.61014,0.0,"Food Sales, Manufacturing/Industrial Plant, Office, Other - Entertainment/Public Assembly, Other - Restaurant/Bar, Restaurant, Retail Store, Self-Storage Facility",CSC 7,21496,21.60748049884469,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0425493352118287,1909,-122.34611000000001,0.9090909090909091,Downtown,1.0841848388382287,Small- and Mid-Sized Office,1,10.141976386009246,1.821578749411663,2.700541382079164,47.6123,0.0,Office,CSC 7,21505,22.775143281049452,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0380385817811453,1910,-122.34565,0.9090909090909091,Downtown,0.9316864056685098,Mixed Use Property,1,10.275201948471691,1.8192087491817268,4.471461514680971,47.61252,0.0,"Multifamily Housing, Office, Restaurant",CSC 7,21506,22.647575923634708,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0362256419524507,1930,-122.34597,10.0,Downtown,0.7978618320884237,Other,1,9.26895483739475,1.8182262275782963,0.7017304654469251,47.613409999999995,0.0,Food Service,CSC 7,21508,19.975135217694806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.03948951494063,2000,-122.3285,0.9090909090909091,Lake union,0.9316864056685098,Small- and Mid-Sized Office,1,10.46023681056767,1.820887005781943,3.1840258408659237,47.6367,2.372288017714847,"Office, Parking",CSC 4,21515,6.9385729444419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
NonResidential,2.0405872921599,1964,-122.32718,0.9090909090909091,Lake union,1.0841848388382287,Small- and Mid-Sized Office,1,10.514091611485563,1.8210835533397403,3.8224878543035734,47.63616,2.365053358289784,"Office, Parking",CSC 4,21520,14.70281527151691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
NonResidential,2.040717410117141,1930,-122.32072,0.9090909090909091,East,0.7978618320884237,K-12 School,1,10.581308936696269,1.8206305002538326,5.413090711474144,47.63239,0.0,K-12 School,CSC 3,21521,19.975135217694806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
NonResidential,2.0356723452461227,1959,-122.34539,0.9090909090909091,Lake union,0.7978618320884237,Small- and Mid-Sized Office,1,9.485648830983898,1.817923432257298,1.1209963566797048,47.61992,0.0,Office,CSC 7,21530,15.55629851254617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.047087457373116,2008,-122.34473,0.9090909090909091,Lake union,1.0203072757974183,Mixed Use Property,1,10.934754116283061,1.8238151917398577,5.614561791420596,47.61893,0.0,"Hotel, Multifamily Housing, Parking, Retail Store",CSC 7,21533,4.325108046722786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0413136615252814,2013,-122.34461999999999,0.9090909090909091,Lake union,0.9316864056685098,Small- and Mid-Sized Office,1,10.113110220238953,1.8209414665309012,2.414932601868521,47.61952,0.0,"Data Center, Office",CSC 7,21534,2.095125403922089,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.039732702286853,1959,-122.34456000000002,0.9090909090909091,Lake union,1.0203072757974183,Hotel,1,10.398018286586298,1.8201123825505117,4.461032986680459,47.62014,0.0,Hotel,CSC 7,21535,15.55629851254617,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0369120990645646,1961,-122.34416999999999,0.9090909090909091,Lake union,0.9316864056685098,Hotel,1,9.832419160886252,1.8191899185642033,3.495367291824201,47.62174,2.3431880904553477,Hotel,CSC 7,21537,15.21895109642605,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0375607589002036,1960,-122.34071000000002,0.9090909090909091,Lake union,0.5639717536764728,Worship Facility,1,9.631767868858102,1.8189512783753468,1.4132000973671255,47.6201,0.0,Worship Facility,CSC 7,21546,15.388276185072913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
NonResidential,2.0390587669203897,1962,-122.36248,0.9090909090909091,Magnolia / queen anne,0.7978618320884237,Laboratory,1,11.05356380546485,1.8197546924836916,6.322979003308961,47.6224,0.0,"Laboratory, Office, Parking",CSC 7,21549,15.04828960637776,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.040706239555522,1930,-122.35847,0.9090909090909091,Magnolia / queen anne,0.9316864056685098,Small- and Mid-Sized Office,1,10.360848429226893,1.8206246540325228,4.9183843813799974,47.61954,0.0,Office,CSC 7,21550,19.975135217694806,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0410806378969966,1999,-122.32835,0.9090909090909091,Northwest,0.7978618320884237,K-12 School,1,10.499134484608428,1.8208201932242625,4.815983626598808,47.72726,0.0,K-12 School,CSC 5,21557,7.222254072845075,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.0388311387472284,1987,-122.32529,0.9090909090909091,Lake union,0.9316864056685098,Small- and Mid-Sized Office,1,10.076345291352363,1.8196333374032045,3.678442790136965,47.63245,0.0,"Office, Parking",CSC 4,21580,10.204369831274256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
NonResidential,2.0357826424306724,1993,-122.32658,0.9090909090909091,Lake union,0.9316864056685098,Retail Store,1,10.208770679900386,1.8186410606107015,4.1459222614925135,47.632459999999995,2.3392020832269953,"Medical Office, Office, Retail Store",CSC 4,21582,8.796348938914724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
NonResidential,2.03596654357111,1977,-122.30265,0.9090909090909091,Greater duwamish,1.5261100721930434,Worship Facility,1,9.334290603926018,1.8180845984782297,0.824740772926612,47.55072,0.0,Worship Facility,CSC 2,21611,12.299533542850595,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
NonResidential,2.0384391178663,1927,-122.29135,0.9090909090909091,East,0.9316864056685098,Other,1,10.737396312172832,1.8194237174488468,5.321810941655972,47.64033,0.0,"Other - Recreation, Self-Storage Facility",CSC 3,21613,20.39205841249586,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
NonResidential,2.039556113520712,1947,-122.29728999999999,0.9090909090909091,North,0.5639717536764728,Other,1,10.435783550886306,1.8200188942216273,4.8834575014575545,47.72039,0.0,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store",CSC 5,21617,17.48149015826508,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.0380476321390573,1977,-122.32031,0.9090909090909091,Greater duwamish,0.5639717536764728,Warehouse,1,9.826023220587857,1.819213615244062,1.8104257826032075,47.53906,0.0,"Non-Refrigerated Warehouse, Office, Other",CSC 2,21622,12.299533542850595,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
NonResidential,2.036218343367368,1922,-122.3205567,0.9090909090909091,East,0.7978618320884237,Worship Facility,1,9.343293706211584,1.8182222420045808,1.9842574499912125,47.60321889,0.0,Worship Facility,CSC 3,21656,21.073570643922555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
NonResidential,2.0361096215510925,1962,-122.28913999999999,0.9090909090909091,Southeast,0.7978618320884237,Other,1,10.089970335006251,1.8181628442285913,4.116900910940651,47.56028,0.0,"Adult Education, Parking",CSC 2,21687,15.04828960637776,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0401262464002605,1982,-122.28718,0.9090909090909091,Greater duwamish,0.7978618320884237,Small- and Mid-Sized Office,1,10.215005175272287,1.82032011143394,2.6352835815755005,47.546929999999996,0.0,Office,CSC 2,21689,11.28501898575008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.040684731798269,1908,-122.31849,0.9090909090909091,North,0.9316864056685098,Worship Facility,1,10.256533600686994,1.8206133956650257,4.613473307993713,47.68566,0.0,Worship Facility,CSC 4,21723,22.902191712031062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
NonResidential,2.0488152569121256,2006,-122.33389,0.9090909090909091,Lake union,1.3158619714759126,Senior Care Community,1,11.53658329938054,1.8246055178105216,7.170173263242638,47.61935,0.0,Senior Care Community,CSC 7,21741,5.051670849108745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.03650044960703,1957,-122.37698999999999,0.9090909090909091,Southwest,0.5639717536764728,Worship Facility,1,9.58651138058191,1.8183761226861463,1.3237506318261716,47.53439,0.0,"Office, Worship Facility",CSC 1,21768,15.888562475942397,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
NonResidential,2.0379248111595314,1999,-122.36537,0.9090909090909091,Ballard,1.0203072757974183,Small- and Mid-Sized Office,1,9.85670865655976,1.8191475446578096,1.8738051789504253,47.65804,0.0,"Office, Other",CSC 6,21772,7.222254072845075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
NonResidential,2.035662370064475,1989,-122.32646000000001,0.9090909090909091,Greater duwamish,0.5639717536764728,Warehouse,1,9.707799733337383,1.8179179612353522,3.414065367815752,47.56067,0.0,"Non-Refrigerated Warehouse, Office",CSC 2,21783,9.750102522637482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
NonResidential,2.040674635017731,1914,-122.32705,0.9090909090909091,Greater duwamish,0.7978618320884237,Refrigerated Warehouse,1,10.05015980939844,1.8206081095022715,2.2802293516726064,47.56067,0.0,Refrigerated Warehouse,CSC 2,21784,22.131974788944024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.037386966931735,1950,-122.33044,0.9090909090909091,Greater duwamish,0.5639717536764728,Other,1,10.292596320825941,1.818857362200376,2.804851235112089,47.550129999999996,0.0,Manufacturing/Industrial Plant,CSC 2,21785,17.014787515592495,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.037754863096955,1975,-122.32593,0.9090909090909091,Greater duwamish,0.5639717536764728,Warehouse,1,9.834385446909778,1.8190560020109126,2.988578306387747,47.560559999999995,0.0,"Non-Refrigerated Warehouse, Office",CSC 2,21786,12.689548911523342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0391617926478802,1964,-122.32553,0.9090909090909091,Greater duwamish,0.5639717536764728,Warehouse,1,9.41223097057745,1.8198095297048966,0.9777408920350431,47.54813,0.0,Non-Refrigerated Warehouse,CSC 2,21787,14.70281527151691,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0372518458863778,1962,-122.32536,0.9090909090909091,Greater duwamish,0.5639717536764728,Warehouse,1,9.995770993408692,1.818784245716334,3.3593678796288358,47.549479999999996,0.0,Non-Refrigerated Warehouse,CSC 2,21792,15.04828960637776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0366360414720908,1967,-122.3261,0.9090909090909091,Greater duwamish,0.7978618320884237,Small- and Mid-Sized Office,1,9.944647690497591,1.81844995857519,2.05733746077331,47.54974,0.0,Office,CSC 2,21793,14.173648211796158,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
NonResidential,2.0404315360408134,1968,-122.31643999999999,0.9090909090909091,East,1.0841848388382287,K-12 School,1,10.339968288118497,1.8204806549910668,4.432479375185565,47.64132,0.0,K-12 School,CSC 3,21794,13.994170749588626,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
NonResidential,2.035282576383544,1999,-122.31643999999999,0.9090909090909091,East,0.7978618320884237,Other,1,10.249287309472194,1.8221067801298032,4.49600502025654,47.64132,2.395027767163445,"K-12 School, Parking",CSC 3,21795,7.222254072845075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
NonResidential,2.0377437552877513,1912,-122.34273999999999,0.9090909090909091,Lake union,0.5639717536764728,Distribution Center,1,9.788999318155646,1.8190500139454642,2.983523048859262,47.65791,0.0,"Distribution Center, Office",CSC 4,21822,22.39085627071869,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
NonResidential,2.0412886932593564,1954,-122.35642,0.9090909090909091,Northwest,0.7978618320884237,Senior Care Community,1,10.720134287132263,1.8209284882187555,5.530156389695282,47.72618,0.0,Senior Care Community,CSC 5,21879,16.377951851384967,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.036000957161806,1962,-122.3578,0.9090909090909091,Northwest,0.5639717536764728,Worship Facility,1,9.227109460033258,1.818103426493891,0.6179765484433076,47.72558,0.0,"Parking, Worship Facility",CSC 5,21883,15.04828960637776,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
NonResidential,2.0385228787596015,1979,-122.32182,0.9090909090909091,Greater duwamish,0.5639717536764728,Warehouse,1,10.482602050828298,1.8194685711273024,4.799217533011827,47.5213,0.0,Non-Refrigerated Warehouse,CSC 1,21893,11.900833955228919,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NonResidential,2.0392118356286573,2007,-122.32137,0.9090909090909091,Greater duwamish,0.5639717536764728,Warehouse,1,9.837680435571707,1.819836145815092,3.249107579966367,47.52024,0.0,Non-Refrigerated Warehouse,CSC 1,21894,4.696400625649494,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NonResidential,2.037942431842618,1981,-122.321,0.9090909090909091,Greater duwamish,0.5639717536764728,Warehouse,1,10.174946408289196,1.8191570280706577,4.527487572923933,47.51899,0.0,Non-Refrigerated Warehouse,CSC 1,21896,11.492783583396387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NonResidential,2.0360454557804792,1978,-122.3213,0.9090909090909091,Greater duwamish,0.5639717536764728,Warehouse,1,9.750930393953022,1.8181277645423424,3.580591268417077,47.5193,0.0,Non-Refrigerated Warehouse,CSC 1,21897,12.101308980579928,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NonResidential,2.039939664015352,1974,-122.32713999999999,0.9090909090909091,North,0.9316864056685098,Small- and Mid-Sized Office,1,10.509950259331362,1.8202217329542694,3.291225780498239,47.700790000000005,0.0,"Office, Parking",CSC 5,21904,12.881486991445298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.0383172828760747,1979,-122.32479,0.9090909090909091,North,0.5639717536764728,Other,1,10.595083987245607,1.8193584125284645,5.092944687822802,47.69883,0.0,"Office, Other - Recreation",CSC 5,21905,11.900833955228919,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.0354660911410476,1980,-122.32533000000001,0.9090909090909091,North,0.7978618320884237,Medical Office,1,9.90438914993827,1.818895200760723,1.9725464663686567,47.700070000000004,2.35485398467914,Medical Office,CSC 5,21907,11.698022657566806,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.0397665478380063,1968,-122.32378999999999,0.9090909090909091,North,0.7978618320884237,Medical Office,1,10.412103878174378,1.8201302813589557,4.018650568872565,47.70087,0.0,"Medical Office, Parking",CSC 5,21909,13.994170749588626,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NonResidential,2.035355956812009,1959,-122.29505,0.9090909090909091,Northeast,0.7978618320884237,Self-Storage Facility,1,9.82577737826811,1.8177497003828433,1.8104257826032075,47.66353,0.0,Self-Storage Facility,CSC 4,21913,15.55629851254617,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
NonResidential,2.0360313546305053,1945,-122.29342,0.9090909090909091,Northeast,0.7978618320884237,Mixed Use Property,1,10.016788834408775,1.8181200529947203,3.3928286052322147,47.662459999999996,0.0,"Medical Office, Non-Refrigerated Warehouse, Office, Retail Store",CSC 4,21916,17.78774494745978,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
NonResidential,2.0397111902473397,1967,-122.29263999999999,0.9090909090909091,Northeast,0.9316864056685098,Medical Office,1,10.145325018221246,1.8201010029046267,4.10297986737129,47.66183,0.0,"Medical Office, Parking",CSC 4,21917,14.173648211796158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
NonResidential,2.038905931873538,1980,-122.29521000000001,0.9090909090909091,Northeast,0.7978618320884237,Warehouse,1,10.022008628089816,1.8196732413560657,4.0209958558322425,47.66294,0.0,Non-Refrigerated Warehouse,CSC 4,21920,11.698022657566806,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
NonResidential,2.038798754093062,1975,-122.29545,0.9090909090909091,Northeast,0.5639717536764728,Supermarket / Grocery Store,1,11.00073540977427,1.8196160504674268,5.640834887874395,47.66205,0.0,"Parking, Supermarket/Grocery Store",CSC 4,21921,12.689548911523342,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
NonResidential,2.036608481977944,1927,-122.39907,0.9090909090909091,Magnolia / queen anne,0.9316864056685098,Small- and Mid-Sized Office,1,9.836065306737108,1.818434957833912,2.770295185848385,47.63981,0.0,"Office, Retail Store",CSC 7,21955,20.39205841249586,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
NonResidential,2.0359023187464294,1910,-122.38241000000001,0.9090909090909091,Ballard,0.7978618320884237,Worship Facility,1,9.479468943377956,1.8180494467928558,2.9161100820008814,47.67477,0.0,Worship Facility,CSC 6,21964,22.647575923634708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Campus,2.050010239519347,1939,-122.31711000000001,0.9090909090909091,East,0.7978618320884237,University,1,11.978028466661769,1.8251192536720753,8.584551019827881,47.61065,0.0,"College/University, Parking",CSC 3,22062,18.684740005064988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
