PrimaryPropertyType,Latitude,NumberofFloors,ComplianceStatus,BuildingType,CouncilDistrictCode,OSEBuildingID,Neighborhood,PropertyGFAParking,TotalGHGEmissions,PropertyGFATotal,PropertyGFABuilding(s),SiteEnergyUse(kBtu),NumberofBuildings,Longitude,RecentUpgrade,Central,Delridge,Downtown,East,Greater duwamish,Lake union,Magnolia / queen anne,North,Northeast,Northwest,Southeast,Southwest,High-Rise Multifamily,Hospital,Hotel,K-12 School,Laboratory,Low-Rise Multifamily,Medical Office,Mid-Rise Multifamily,Mixed Use Property,Office,Other,Refrigerated Warehouse,Residence Hall,Restaurant,Retail Store,Self-Storage Facility,Senior Care Community,Supermarket / Grocery Store,University,Warehouse,Worship Facility,Multifamily HR (10+),Multifamily LR (1-4),Multifamily MR (5-9),NonResidential,Nonresidential COS,Nonresidential WA,SPS-District K-12,CSC 2,CSC 3,CSC 4,CSC 5,CSC 6,CSC 7,Age
Warehouse,47.60703,1.3569138984326496,1,NonResidential,CSC 7,711,Downtown,0.0,2.2823823856765264,1.6840468776235815,1.8214101268832399,14.048395507415643,0.5623822165765427,-122.34038000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,104
Office,47.60604,1.440724097438709,1,NonResidential,CSC 7,712,Downtown,1.6142498874652318,3.9351534228170006,1.6837172830256861,1.820586231184265,15.3229559433608,0.5623822165765427,-122.33948000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,98
Office,47.6047,1.440724097438709,1,NonResidential,CSC 7,713,Downtown,0.0,3.8792931808052273,1.6841153184704005,1.8215276128449123,15.732087227962296,0.5623822165765427,-122.33738999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,111
Office,47.602470000000004,1.440724097438709,1,NonResidential,CSC 7,715,Downtown,0.0,4.593300013417604,1.6837570983528904,1.8209172477856723,15.41425135977459,0.5623822165765427,-122.33621000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,106
Retail Store,47.60223,1.440724097438709,1,NonResidential,CSC 7,716,Downtown,0.0,4.2487809155265195,1.6834660896431808,1.8204287015289207,14.99167568792889,0.5623822165765427,-122.33601999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,106
Warehouse,47.5829,0.9233437133343848,1,Nonresidential COS,CSC 2,717,Greater duwamish,0.0,4.791317747615575,1.6839947828623512,1.8213209924359477,15.941898183589917,0.5623822165765427,-122.32417,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,31
Office,47.58716,0.9233437133343848,1,NonResidential,CSC 2,718,Greater duwamish,0.0,5.0656284023902955,1.683760096626344,1.820922312760207,16.14648746185065,0.5623822165765427,-122.32213999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,65
Distribution Center,47.58685,0.6203866890374208,1,NonResidential,CSC 2,719,Greater duwamish,0.0,2.089391872533004,1.6837394394945777,1.8208874304780056,13.830459452384876,0.5623822165765427,-122.32501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,56
Warehouse,47.58553,1.2521923674291737,1,NonResidential,CSC 2,720,Greater duwamish,0.0,4.573266636975083,1.6840222428550602,1.8213679459597367,14.698204071159108,0.5623822165765427,-122.32511000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,65
Warehouse,47.580420000000004,1.1152529779653029,1,NonResidential,CSC 2,722,Greater duwamish,0.0,4.334541868102138,1.683614194575995,1.8206766068455136,15.682391568844233,0.5623822165765427,-122.32552,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,65
Distribution Center,47.58096,0.6203866890374208,1,NonResidential,CSC 2,723,Greater duwamish,0.0,3.0378334495726262,1.6834412707644382,1.820387298502616,14.862239290355257,0.5623822165765427,-122.32313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,46
Distribution Center,47.57055,0.6203866890374208,1,NonResidential,CSC 2,725,Greater duwamish,0.0,5.054588381624718,1.6832659500492964,1.8200959030649344,15.463614991554095,0.5623822165765427,-122.3267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,55
Distribution Center,47.5794,0.9233437133343848,1,NonResidential,CSC 2,727,Greater duwamish,0.0,3.901972669574645,1.6829098156914761,1.8195092836064306,14.398684726642077,0.5623822165765427,-122.32848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,88
Warehouse,47.582409999999996,0.9233437133343848,1,NonResidential,CSC 2,728,Greater duwamish,0.0,5.1908435082428035,1.683018052335265,1.8196868667043598,15.407221064340323,0.5623822165765427,-122.32866000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,85
Distribution Center,47.587720000000004,0.6203866890374208,1,NonResidential,CSC 2,729,Greater duwamish,0.0,3.559340082758951,1.6837512393945475,1.820907352225481,14.257256967230148,0.5623822165765427,-122.32686000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,29
Other,47.5908,0.9233437133343848,1,NonResidential,CSC 2,730,Greater duwamish,0.0,5.1328529268205045,1.6830739940787895,1.819778883533172,15.741004347142376,0.9268378227206355,-122.32828,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,30
Mixed Use Property,47.594390000000004,0.9233437133343848,1,NonResidential,CSC 2,731,Greater duwamish,1.61486657851545,3.2722270003651954,1.683722100895426,1.8205102491033243,15.107403919600127,0.9268378227206355,-122.32838999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,86
Supermarket / Grocery Store,47.69197,0.6203866890374208,1,NonResidential,CSC 6,732,Northwest,1.6160635119519022,5.685482717484768,1.6839749344124633,1.8208191327603758,16.640809074007446,0.5623822165765427,-122.35876999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,46
Office,47.6633,1.2521923674291737,1,NonResidential,CSC 6,734,Ballard,1.6151095051104511,3.5432754802551445,1.6835425109525266,1.8200268213950932,15.387674964206509,0.5623822165765427,-122.37548999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15
Warehouse,47.6592,1.1152529779653029,1,NonResidential,CSC 7,735,Magnolia / queen anne,0.0,4.476199804691132,1.6828932975900337,1.8194822335337675,14.668466310820063,0.0,-122.38436999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,42
Other,47.65529,1.440724097438709,1,NonResidential,CSC 4,738,Northeast,0.0,6.567656474305226,1.6839844321970263,1.8213033114331867,17.059333128981837,0.5623822165765427,-122.32133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10
Office,47.64912,1.2521923674291737,1,NonResidential,CSC 6,739,Lake union,1.6171430147918844,4.140910031369422,1.6842567699944253,1.8209353493805662,15.998578287224065,0.5623822165765427,-122.34823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8
Office,47.64932,0.9233437133343848,1,NonResidential,CSC 6,740,Lake union,1.615516772593367,3.6689318163042404,1.6833311978928243,1.8192505744680905,15.516898465645935,0.5623822165765427,-122.35186999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16
Office,47.628170000000004,1.3569138984326496,1,NonResidential,CSC 7,741,Magnolia / queen anne,0.0,3.888140064964814,1.6837386204535347,1.8208860480799962,15.741101229036243,0.5623822165765427,-122.34212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18
Mixed Use Property,47.6289,1.3569138984326496,1,NonResidential,CSC 3,742,Lake union,1.6172717200630422,5.753936787316924,1.6844806512266286,1.8216469086027935,16.862075052127636,0.5623822165765427,-122.32876999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8
Laboratory,47.630790000000005,1.2521923674291737,1,NonResidential,CSC 3,743,Lake union,1.6148075189926545,7.052539371830329,1.6837849858532064,1.8206605646663487,17.4110785310441,0.5623822165765427,-122.32693,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17
Office,47.62225,1.5099949159285826,1,NonResidential,CSC 7,744,Magnolia / queen anne,1.6171003160019175,4.234975691961846,1.6843761732018876,1.8214362256271823,15.973717645940303,0.5623822165765427,-122.35915,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16
Office,47.61949,1.3569138984326496,1,NonResidential,CSC 7,745,Magnolia / queen anne,1.6148495335491535,4.19010918420648,1.683664620162891,1.8203823356673803,15.373823582882222,0.5623822165765427,-122.35638999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,42
Office,47.61472,1.1152529779653029,1,NonResidential,CSC 7,748,Downtown,0.0,5.565018367611075,1.6833265985756858,1.8201964970713642,16.30288092031853,0.5623822165765427,-122.35566000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,114
Office,47.61732,1.5686417375728787,1,NonResidential,CSC 7,749,Downtown,1.6153469689406033,4.795211865797184,1.684022916900152,1.8211079507751453,16.050183873450052,0.5623822165765427,-122.34791000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,41
Office,47.616279999999996,1.5099949159285826,1,NonResidential,CSC 7,750,Downtown,0.0,5.002737521969115,1.684453829663631,1.822115991483219,16.621325560185117,0.5623822165765427,-122.33391,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63
Office,47.615990000000004,1.8248702692782506,1,NonResidential,CSC 7,751,Downtown,1.6173601303714626,5.512743027242523,1.6846270126986433,1.8220661324676621,16.69195212865263,0.5623822165765427,-122.34165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,33
Office,47.61481,1.702761532304774,1,NonResidential,CSC 7,752,Downtown,0.0,5.851109929135334,1.6841207773040827,1.82153700287293,16.25616006639302,0.5623822165765427,-122.33968999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,53
Other,47.61438,2.0954242010016286,1,NonResidential,CSC 7,753,Downtown,0.0,7.561548137463526,1.6846872679666298,1.8225304553630972,19.431125383769746,0.5623822165765427,-122.33871,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,35
Office,47.60454,2.3226168927224515,1,NonResidential,CSC 7,775,Downtown,1.6179177536207376,6.783959201168626,1.6851418175136612,1.8233034654529456,18.34743929933212,0.5623822165765427,-122.33072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,31
Office,47.61418,1.9120025706890829,1,NonResidential,CSC 7,754,Downtown,1.6171520392791647,4.715816706075155,1.6846340870435288,1.8221858806774012,16.5804885166777,0.5623822165765427,-122.33485,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,35
Medical Office,47.6129,1.8925312872318578,1,NonResidential,CSC 7,755,Downtown,1.6157210457504263,6.368667345498175,1.6846081914770095,1.82231353793846,16.911292353785132,0.5623822165765427,-122.33684,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,91
Retail Store,47.61203,1.2521923674291737,1,NonResidential,CSC 7,756,Downtown,0.0,4.70817793606232,1.6833591892045394,1.8202506428243503,15.932207842642024,0.5623822165765427,-122.33486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,87
Office,47.61051,1.5099949159285826,1,NonResidential,CSC 7,757,Downtown,1.617126040790664,4.7019338544204,1.6839041733873374,1.8188266930636432,15.459788738009022,0.5623822165765427,-122.34438999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,37
Other,47.61289,0.0,1,NonResidential,CSC 7,758,Downtown,0.0,5.784594117392615,1.6849747437643785,1.8230548469261294,17.655198563209996,0.5623822165765427,-122.33531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17
Mixed Use Property,47.61505,1.2521923674291737,1,NonResidential,CSC 3,759,East,0.0,5.023090735363602,1.6828731293860113,1.8194492240055993,15.120313709713392,0.5623822165765427,-122.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,108
Office,47.61036,1.6635150874905027,1,NonResidential,CSC 7,760,Downtown,0.0,4.9037921984782065,1.683917035502517,1.8211884125610591,15.143960873193446,0.5623822165765427,-122.34037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,108
Retail Store,47.609559999999995,1.1152529779653029,1,NonResidential,CSC 7,761,Downtown,0.0,3.361069590571376,1.6834226235759604,1.8203562166656804,14.70879567846098,0.5623822165765427,-122.33715,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,76
Retail Store,47.60925,1.1152529779653029,1,NonResidential,CSC 7,762,Downtown,0.0,4.014579593753238,1.683337391533054,1.8202144213596763,15.869917136270896,0.5623822165765427,-122.33734,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,92
Office,47.60765,1.440724097438709,1,NonResidential,CSC 7,763,Downtown,0.0,3.050220458838061,1.6827466273387175,1.8192426170268996,14.87543139339636,0.5623822165765427,-122.34097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,107
Office,47.60765,2.0549749224369727,1,NonResidential,CSC 7,764,Downtown,0.0,6.057696945325412,1.6847443271660514,1.8226331318243967,17.409490945255364,0.5623822165765427,-122.3348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,46
Office,47.607690000000005,2.031962237436615,1,NonResidential,CSC 7,765,Downtown,1.6139810982321239,6.462592544015427,1.6843031374858386,1.8217757185803236,16.60336386880796,0.5623822165765427,-122.33543999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,87
Office,47.607409999999994,1.7696147431961735,1,NonResidential,CSC 7,766,Downtown,0.0,4.895673275626574,1.6842069792492598,1.8216856793658527,16.761864386845783,0.5623822165765427,-122.33565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,95
Office,47.60582,1.7696147431961735,1,NonResidential,CSC 7,767,Downtown,1.6169796819597382,4.787741711537254,1.6844936429796629,1.8218673986000204,16.653075771824803,0.5623822165765427,-122.33464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18
Office,47.60576,1.5099949159285826,1,NonResidential,CSC 7,768,Downtown,0.0,3.756538102587751,1.683839069105919,1.8210559700060338,15.338316257880447,0.5623822165765427,-122.33922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,106
Office,47.60366,1.1152529779653029,1,NonResidential,CSC 7,769,Downtown,0.0,2.6892071133007303,1.6827799397717982,1.8192969513565145,14.49286169787955,0.5623822165765427,-122.33328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,95
Office,47.60304,1.8716513100345546,1,NonResidential,CSC 7,771,Downtown,0.0,5.136151315957647,1.6837925706798895,1.8209772149956864,15.726321369319031,0.5623822165765427,-122.33362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,105
Office,47.60573,2.1670034187381253,1,NonResidential,CSC 3,772,Downtown,1.6177049804633632,5.5826688989033615,1.6850470939132807,1.8231064196425317,17.452589036210643,0.5623822165765427,-122.33028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,35
Medical Office,47.606629999999996,1.3569138984326496,1,NonResidential,CSC 3,776,East,1.6172372277645946,4.504354880749275,1.6842036979581863,1.820491532909104,15.958348758167132,0.5623822165765427,-122.32157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,28
University,47.6094,0.9233437133343848,1,NonResidential,CSC 3,777,Central,0.0,2.333114298028869,1.682992231869371,1.8196444497679485,13.445215421746637,0.5623822165765427,-122.31506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,100
Office,47.5981,1.440724097438709,1,NonResidential,CSC 2,778,Downtown,1.6140599992642426,3.4790839203192268,1.683577446331095,1.820311533198458,15.214899065343156,0.5623822165765427,-122.33368999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,106
Office,47.6029,1.6192278970184593,1,NonResidential,CSC 7,779,Downtown,0.0,5.970419648512232,1.684328492231845,1.8218966032152792,16.541563859688605,0.5623822165765427,-122.32927,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,45
Office,47.59878,1.5686417375728787,1,NonResidential,CSC 2,780,Downtown,1.6174113950465445,4.560068212075671,1.6847045860424055,1.8222743704086424,16.42323561867522,0.5623822165765427,-122.33088000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18
Other,47.592729999999996,0.9233437133343848,1,NonResidential,CSC 2,782,Greater duwamish,0.0,3.961955374176355,1.6829517569739785,1.8195780269017776,14.282022786858906,0.5623822165765427,-122.33455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,77
Office,47.58958,1.440724097438709,1,NonResidential,CSC 2,783,Greater duwamish,0.0,3.4452142670789296,1.6830452687135453,1.8197316137933957,15.286381793408856,0.5623822165765427,-122.33368999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,109
Warehouse,47.584540000000004,0.6203866890374208,1,NonResidential,CSC 2,784,Greater duwamish,0.0,4.311872374750675,1.6832652593632904,1.8200947586969283,14.672636146215373,0.5623822165765427,-122.3269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,56
Other,47.5829,1.2521923674291737,1,Nonresidential COS,CSC 2,785,Greater duwamish,0.0,5.195453731088797,1.6836241464298998,1.8206933178561644,16.487534814534328,0.5623822165765427,-122.32417,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,72
Other,47.58251,0.6203866890374208,1,NonResidential,CSC 2,786,Greater duwamish,0.0,4.510199948396864,1.683127554006043,1.8198671366405057,15.663179313975592,0.5623822165765427,-122.32528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,31
Warehouse,47.57613,0.9233437133343848,1,NonResidential,CSC 2,787,Greater duwamish,0.0,4.720550337028165,1.6837843010485116,1.8209632262746132,15.07813665407649,0.5623822165765427,-122.33863999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,64
Other,47.56301,0.6203866890374208,1,NonResidential,CSC 2,791,Greater duwamish,0.0,3.8611506750543896,1.6839736712570683,1.8212849396258806,15.713600921880097,0.5623822165765427,-122.32563999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,46
Office,47.55695,0.6203866890374208,1,NonResidential,CSC 2,792,Greater duwamish,0.0,5.03226631422255,1.6835609632585766,1.8205873371817896,15.645841170446397,0.5623822165765427,-122.33176,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,66
Office,47.55238,0.9233437133343848,1,NonResidential,CSC 2,793,Greater duwamish,0.0,4.125843229281472,1.6840568334939434,1.821427189707261,15.738861873445577,0.5623822165765427,-122.32762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,43
Warehouse,47.54923,0.6203866890374208,1,NonResidential,CSC 2,794,Greater duwamish,0.0,2.681706225762608,1.683783889803354,1.8209625307592017,14.484291913158087,0.5623822165765427,-122.32446000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,50
Office,47.54699,1.3569138984326496,1,NonResidential,CSC 2,796,Greater duwamish,0.0,4.332311042427949,1.6843661965090415,1.8219623949849968,16.192799238555086,0.5623822165765427,-122.32882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,41
Distribution Center,47.54326,0.6203866890374208,1,NonResidential,CSC 2,797,Greater duwamish,0.0,0.7227059828014898,1.6832368126882304,1.8200476503456022,11.930024613749138,0.5623822165765427,-122.33134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,47
