PrimaryPropertyType,Latitude,NumberofFloors,ComplianceStatus,BuildingType,CouncilDistrictCode,OSEBuildingID,Neighborhood,PropertyGFAParking,TotalGHGEmissions,PropertyGFATotal,PropertyGFABuilding(s),SiteEnergyUse(kBtu),NumberofBuildings,Longitude,RecentUpgrade,Central,Delridge,Downtown,East,Greater duwamish,Lake union,Magnolia / queen anne,North,Northeast,Northwest,Southeast,Southwest,High-Rise Multifamily,Hospital,Hotel,K-12 School,Laboratory,Low-Rise Multifamily,Medical Office,Mid-Rise Multifamily,Mixed Use Property,Office,Other,Refrigerated Warehouse,Residence Hall,Restaurant,Retail Store,Self-Storage Facility,Senior Care Community,Supermarket / Grocery Store,University,Warehouse,Worship Facility,Multifamily HR (10+),Multifamily LR (1-4),Multifamily MR (5-9),NonResidential,Nonresidential COS,Nonresidential WA,SPS-District K-12,CSC 2,CSC 3,CSC 4,CSC 5,CSC 6,CSC 7,Age
Low-Rise Multifamily,47.71812,1.2521923674291737,1,Multifamily LR (1-4),CSC 5,24393,North,0.0,2.991222118076105,1.683927175058088,1.8212056737536166,14.813559970541599,0.5623822165765427,-122.2974,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,29
Low-Rise Multifamily,47.71728,1.1152529779653029,1,Multifamily LR (1-4),CSC 5,24397,North,0.0,1.791759469228055,1.6821261241750214,1.8182391766080646,13.482749700646684,0.5623822165765427,-122.29775,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,40
Other,47.7139,1.1152529779653029,1,NonResidential,CSC 5,24406,North,0.0,3.494687724749494,1.6820670501279786,1.8181444304089174,14.46937323333627,0.5623822165765427,-122.29794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7
Low-Rise Multifamily,47.70089,1.2521923674291737,1,Multifamily LR (1-4),CSC 5,24412,Northwest,0.0,2.122261538862764,1.6822270915066242,1.8184014109316242,13.868655393441221,0.5623822165765427,-122.34555,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,31
Mixed Use Property,47.697340000000004,0.6203866890374208,1,NonResidential,CSC 5,24415,Northwest,0.0,3.033509637888021,1.683139390429656,1.8198866607588289,13.3055476869201,0.5623822165765427,-122.34638999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,44
Warehouse,47.70117,0.6203866890374208,1,Nonresidential COS,CSC 5,24418,Northwest,0.0,2.9892110565637253,1.6813740242311495,1.8170417171253834,13.877509411562112,0.5623822165765427,-122.34284,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,47
Low-Rise Multifamily,47.61894,1.1152529779653029,1,Multifamily LR (1-4),CSC 3,24426,East,0.0,4.339119133662605,1.6811546346472432,1.8166957151126335,14.31800209954326,0.5623822165765427,-122.3162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,108
Mid-Rise Multifamily,47.61949539,1.3569138984326496,1,Multifamily MR (5-9),CSC 3,24429,East,1.6163506653705564,3.3975239762958465,1.6839035209200586,1.8204631892958092,14.956242558752795,0.5623822165765427,-122.3220656,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10
Low-Rise Multifamily,47.61911,1.2521923674291737,1,Multifamily LR (1-4),CSC 3,24431,East,0.0,4.646216155424092,1.6823555491918354,1.81860837665649,14.643466564882731,0.5623822165765427,-122.32243999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,88
Mid-Rise Multifamily,47.61932,1.3569138984326496,1,Multifamily MR (5-9),CSC 3,24432,East,0.0,1.9947003132247452,1.682282374451373,1.818490402330845,13.722396758100636,0.5623822165765427,-122.32257,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,51
Office,47.61345,0.9233437133343848,1,NonResidential,CSC 3,24435,East,0.0,2.9465420293632194,1.6821166998824872,1.8182240529018465,13.860664237177453,0.5623822165765427,-122.3198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,109
Low-Rise Multifamily,47.61391,1.1152529779653029,1,Multifamily LR (1-4),CSC 3,24441,East,0.0,4.201253877869777,1.6811523526286103,1.816692123278153,14.259846157648893,0.5623822165765427,-122.31851999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,111
Low-Rise Multifamily,47.6131,1.1152529779653029,1,Multifamily LR (1-4),CSC 3,24444,East,0.0,4.2609883062968255,1.6808590995098829,1.8162317271875572,14.326394055055571,0.5623822165765427,-122.3177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,100
Mixed Use Property,47.613240000000005,0.6203866890374208,1,NonResidential,CSC 3,24448,East,0.0,3.314913013065143,1.6821166998824872,1.8182240529018465,13.965794449965674,0.5623822165765427,-122.31723999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,103
Warehouse,47.614670000000004,0.9233437133343848,1,NonResidential,CSC 3,24451,East,0.0,3.9156165409382764,1.682458863560839,1.8187753049283122,14.472954133090072,0.5623822165765427,-122.31777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,101
Office,47.595009999999995,1.2521923674291737,1,NonResidential,CSC 2,24458,Greater duwamish,1.6138828191229402,3.8680711178989635,1.6828256474398269,1.8186206971131453,14.88450718360763,0.5623822165765427,-122.32852,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,103
Retail Store,47.58801,0.6203866890374208,1,NonResidential,CSC 2,24461,Greater duwamish,0.0,3.1986731175506815,1.6824830332971505,1.8188144193594165,13.967835643837052,0.5623822165765427,-122.32943999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,41
Warehouse,47.574659999999994,0.6203866890374208,1,NonResidential,CSC 2,24472,Greater duwamish,0.0,4.3766371373894435,1.682650054235433,1.8190853857594813,14.809441637230846,0.5623822165765427,-122.33089,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,48
Distribution Center,47.57258,0.6203866890374208,1,NonResidential,CSC 2,24473,Greater duwamish,0.0,2.167910189667444,1.682118897972141,1.8182275800127525,12.804384799007858,0.5623822165765427,-122.33058999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,62
Supermarket / Grocery Store,47.68269,0.6203866890374208,1,NonResidential,CSC 4,24479,Northeast,0.0,5.397845909262937,1.6819285958101011,1.817922857332924,15.994776280543926,0.5623822165765427,-122.28912,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,51
Low-Rise Multifamily,47.681490000000004,0.9233437133343848,1,Multifamily LR (1-4),CSC 4,24481,Northeast,0.0,1.7439688053917064,1.6807442379657593,1.8160520146592354,13.426376064037425,0.5623822165765427,-122.28915,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,55
Worship Facility,47.680609999999994,0.9233437133343848,1,NonResidential,CSC 4,24484,Northeast,0.0,3.5564902660681907,1.6807773525856589,1.816103791323137,13.603916074312513,0.5623822165765427,-122.29002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,66
Worship Facility,47.679840000000006,0.6203866890374208,1,NonResidential,CSC 4,24485,Northeast,0.0,0.9202827531436926,1.681239731862969,1.8168297599071594,12.283570579550558,0.5623822165765427,-122.27739,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,70
Office,47.66888,0.9233437133343848,1,NonResidential,CSC 4,24488,Northeast,0.0,1.673351238177753,1.6807680724431968,1.8160892784718101,13.339078812577949,0.5623822165765427,-122.28333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,49
Low-Rise Multifamily,47.66512,0.9233437133343848,1,Multifamily LR (1-4),CSC 4,24489,Northeast,0.0,2.1090003439213802,1.6808563712302131,1.8162274545928516,13.284102052582856,0.5623822165765427,-122.28426,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,32
Low-Rise Multifamily,47.66703,0.9233437133343848,1,Multifamily LR (1-4),CSC 4,24492,Northeast,1.6156156882384736,4.332311042427949,1.6832723332229695,1.8189815327619303,15.090596713969095,0.5623822165765427,-122.28421000000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12
Supermarket / Grocery Store,47.668240000000004,0.6203866890374208,1,NonResidential,CSC 4,24493,Northeast,0.0,5.56574570997255,1.6812481481991555,1.8168430283964203,16.10311002525894,0.5623822165765427,-122.28393999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,43
Low-Rise Multifamily,47.53345,0.9233437133343848,1,Multifamily LR (1-4),CSC 1,24494,Delridge,0.0,2.990719731730447,1.683587511138122,1.8206318341705754,14.81307570019315,0.5623822165765427,-122.36081999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26
Low-Rise Multifamily,47.53332,1.1152529779653029,1,Multifamily LR (1-4),CSC 1,24495,Delridge,0.0,4.119524860752399,1.6840537032593037,1.8214218239761844,15.551200343999438,0.5623822165765427,-122.36267,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29
Low-Rise Multifamily,47.53347,1.1152529779653029,1,Multifamily LR (1-4),CSC 1,24496,Delridge,0.0,2.1065702090680882,1.6819017499634756,1.817879972311532,13.850485552527266,0.5623822165765427,-122.36471,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
Low-Rise Multifamily,47.53476,1.1152529779653029,1,Multifamily LR (1-4),CSC 1,24498,Delridge,0.0,2.6504210882655737,1.6829525434669474,1.8195793168242316,14.451211474435834,1.2197087446504866,-122.36469,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28
Other,47.70197,0.6203866890374208,1,NonResidential,CSC 5,24513,Northwest,0.0,3.0170044088295307,1.6819644247461216,1.8179801311277426,14.840350625800186,0.5623822165765427,-122.34218999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,30
Supermarket / Grocery Store,47.70224,0.6203866890374208,1,NonResidential,CSC 5,24514,Northwest,0.0,5.072858637276387,1.6825364924095423,1.8189010196465176,15.713756983177966,0.0,-122.34409,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,30
Low-Rise Multifamily,47.69852,1.2521923674291737,1,Multifamily LR (1-4),CSC 5,24515,North,0.0,2.4832385926873033,1.6828389952255152,1.8193934007872588,14.269608278148652,0.7944588238375477,-122.32706999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,26
Low-Rise Multifamily,47.59094,1.2521923674291737,1,Multifamily LR (1-4),CSC 2,24525,Greater duwamish,0.0,3.3235961356386037,1.683770111715068,1.8209392361646501,15.160672524832396,0.5623822165765427,-122.318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,31
Mid-Rise Multifamily,47.63374,1.440724097438709,1,Multifamily MR (5-9),CSC 7,24530,Magnolia / queen anne,0.0,2.2460147415056513,1.6825243108612151,1.818881275803002,14.007739849819721,0.5623822165765427,-122.34145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,27
Warehouse,47.5316,0.6203866890374208,1,NonResidential,CSC 1,24531,Greater duwamish,0.0,3.7558369222388173,1.6818751444846185,1.8178374955515255,14.597652335133121,0.5623822165765427,-122.333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50
Warehouse,47.5316,0.6203866890374208,1,NonResidential,CSC 1,24532,Greater duwamish,0.0,5.173490833601192,1.682491293795836,1.8188277930450258,15.274696696615791,0.5623822165765427,-122.333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46
Warehouse,47.5316,0.6203866890374208,1,NonResidential,CSC 1,24534,Greater duwamish,0.0,4.83150862819882,1.6821166998824872,1.8182240529018465,14.835015243279159,0.5623822165765427,-122.333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43
Warehouse,47.525490000000005,0.6203866890374208,1,NonResidential,CSC 1,24536,Greater duwamish,0.0,3.788272197991971,1.6818319892068843,1.817768647259126,14.120767226021384,0.5623822165765427,-122.33063999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37
Warehouse,47.525490000000005,0.6203866890374208,1,NonResidential,CSC 1,24537,Greater duwamish,0.0,4.185859671057874,1.6819599529186522,1.8179729803259685,14.665334510805963,0.5623822165765427,-122.33063999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37
Warehouse,47.525490000000005,0.6203866890374208,1,NonResidential,CSC 1,24538,Greater duwamish,0.0,4.096675177560383,1.6826410566785455,1.8190707579416459,14.679905392869777,0.5623822165765427,-122.33063999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37
Warehouse,47.525490000000005,0.6203866890374208,1,NonResidential,CSC 1,24539,Greater duwamish,0.0,3.6901286735143684,1.6815316697067761,1.817291211807809,13.977921244103948,0.5623822165765427,-122.33063999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37
Low-Rise Multifamily,47.60492,1.2521923674291737,1,Multifamily LR (1-4),CSC 3,24541,East,0.0,2.4997952622817508,1.6826736298714047,1.8191237308996095,14.288050811007837,0.5623822165765427,-122.31898000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,26
Low-Rise Multifamily,47.6744,1.2521923674291737,1,Multifamily LR (1-4),CSC 6,24542,Ballard,0.0,4.366278277705742,1.682203854118047,1.8183640393545377,14.564499765473675,0.5623822165765427,-122.40735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,34
Mid-Rise Multifamily,47.61358,1.5686417375728787,1,Multifamily MR (5-9),CSC 7,24544,Downtown,0.0,4.557029810660157,1.6834892686243492,1.8204674043351912,15.214703004995672,0.5623822165765427,-122.34738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17
Mid-Rise Multifamily,47.59515,1.440724097438709,1,Multifamily MR (5-9),CSC 3,24556,Central,0.0,4.561113799791172,1.6836945968853911,1.820811817116807,15.108616137522578,0.0,-122.30985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
K-12 School,47.693999999999996,0.9233437133343848,1,NonResidential,CSC 5,24560,Northeast,0.0,4.456089962973938,1.6824770197855854,1.8188046853061326,14.535278917064463,0.5623822165765427,-122.28967,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,67
Low-Rise Multifamily,47.69129,1.2521923674291737,1,Multifamily LR (1-4),CSC 5,24562,Northeast,1.6163168335942453,4.36386266404621,1.6837302692286806,1.819908774311363,14.92000890641134,0.5623822165765427,-122.29038,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
Retail Store,47.69066,0.6203866890374208,1,NonResidential,CSC 5,24563,Northeast,0.0,3.111735949310297,1.6814827418753069,1.8172136969469033,14.151313820872462,0.5623822165765427,-122.29023000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64
Other,47.59347,1.2521923674291737,1,NonResidential,CSC 2,24710,Greater duwamish,0.0,3.4301087251565754,1.6825218270430358,1.818877250798764,13.764950284325042,0.5623822165765427,-122.33368999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,107
Mid-Rise Multifamily,47.62263,1.5686417375728787,1,Multifamily MR (5-9),CSC 7,24564,Lake union,0.0,3.5765502691400166,1.6839438215568348,1.821234031035168,14.930136113821211,0.5623822165765427,-122.33018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11
Low-Rise Multifamily,47.62232,1.1152529779653029,1,Multifamily LR (1-4),CSC 7,24565,Lake union,0.0,2.3135250330323798,1.6814756176571728,1.8172024163379243,13.481536872363195,0.5623822165765427,-122.32953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,109
Mid-Rise Multifamily,47.62249,1.440724097438709,1,Multifamily MR (5-9),CSC 3,24571,East,0.0,1.937301774518713,1.6821922726389733,1.8183454210042995,13.654855992400691,0.5623822165765427,-122.32706999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,49
Other,47.575070000000004,0.6203866890374208,1,NonResidential,CSC 2,24579,Greater duwamish,0.0,4.734618253174978,1.681560243145442,1.817336513756728,14.857067545123234,0.7944588238375477,-122.33349,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,100
Other,47.57459,0.6203866890374208,1,NonResidential,CSC 2,24581,Greater duwamish,0.0,2.0095554142156695,1.6808558510645202,1.8162266400145086,12.758343489570898,0.5623822165765427,-122.3339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,79
Other,47.576190000000004,0.6203866890374208,1,NonResidential,CSC 2,24585,Greater duwamish,0.0,2.9231615807191558,1.6814128626145444,1.8171031148889332,14.290818687190873,0.5623822165765427,-122.3339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,98
Warehouse,47.57881,0.6203866890374208,1,NonResidential,CSC 2,24587,Greater duwamish,0.0,3.305787196857497,1.68169015473239,1.8175428044945976,14.212057853655269,0.5623822165765427,-122.33273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,24
Other,47.57958,1.1152529779653029,1,Multifamily LR (1-4),CSC 2,24588,Greater duwamish,0.0,3.3562000157314196,1.6819398903283482,1.8179409072177635,13.513031548816388,0.5623822165765427,-122.33371000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,111
Warehouse,47.579409999999996,0.9233437133343848,1,NonResidential,CSC 2,24589,Greater duwamish,0.0,2.5779415157551897,1.680779393038843,1.8161069826012077,12.991247351146791,0.5623822165765427,-122.3336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,90
Office,47.57893,0.6203866890374208,1,NonResidential,CSC 2,24591,Greater duwamish,0.0,1.9878743481543455,1.680787531007188,1.8161197114739032,13.714078842232716,0.5623822165765427,-122.33373999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,90
Self-Storage Facility,47.58168,0.9233437133343848,1,NonResidential,CSC 2,24593,Greater duwamish,0.0,0.9001613499442714,1.681389324601098,1.8170658994329683,12.253431801056868,0.5623822165765427,-122.33368999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,91
Refrigerated Warehouse,47.58217,0.9233437133343848,1,NonResidential,CSC 2,24598,Greater duwamish,0.0,2.138889000323256,1.6809684395969169,1.816403118090141,13.887227665348682,0.5623822165765427,-122.33263000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,61
Warehouse,47.580690000000004,0.6203866890374208,1,NonResidential,CSC 2,24599,Greater duwamish,0.0,4.216119619148022,1.6827605185951684,1.8192652681870711,15.076266568248485,0.9268378227206355,-122.3325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,28
Medical Office,47.53419,0.6203866890374208,1,NonResidential,CSC 1,24600,Delridge,0.0,4.67609452432479,1.6824758050541326,1.8188027192053733,14.957772998143833,0.5623822165765427,-122.36623999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46
Office,47.53419,1.1152529779653029,1,NonResidential,CSC 1,24601,Delridge,0.0,2.194999882314108,1.6821641246962153,1.818300191352335,13.95027612618069,0.5623822165765427,-122.36623999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46
Other,47.535779999999995,0.9233437133343848,1,Nonresidential COS,CSC 1,24602,Delridge,0.0,4.540098189244376,1.6816230185457328,1.817436130429901,15.066824047901541,0.5623822165765427,-122.36205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14
Warehouse,47.53846,0.9233437133343848,1,NonResidential,CSC 1,24603,Delridge,0.0,1.1474024528375417,1.682149268473406,1.8182763314278245,12.639157480647944,0.5623822165765427,-122.36175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34
