PrimaryPropertyType,Latitude,NumberofFloors,ComplianceStatus,BuildingType,CouncilDistrictCode,OSEBuildingID,Neighborhood,PropertyGFAParking,TotalGHGEmissions,PropertyGFATotal,PropertyGFABuilding(s),SiteEnergyUse(kBtu),NumberofBuildings,Longitude,RecentUpgrade,Central,Delridge,Downtown,East,Greater duwamish,Lake union,Magnolia / queen anne,North,Northeast,Northwest,Southeast,Southwest,High-Rise Multifamily,Hospital,Hotel,K-12 School,Laboratory,Low-Rise Multifamily,Medical Office,Mid-Rise Multifamily,Mixed Use Property,Office,Other,Refrigerated Warehouse,Residence Hall,Restaurant,Retail Store,Self-Storage Facility,Senior Care Community,Supermarket / Grocery Store,University,Warehouse,Worship Facility,Multifamily HR (10+),Multifamily LR (1-4),Multifamily MR (5-9),NonResidential,Nonresidential COS,Nonresidential WA,SPS-District K-12,CSC 2,CSC 3,CSC 4,CSC 5,CSC 6,CSC 7,Age
Low-Rise Multifamily,47.73316,2.0,1,Multifamily LR (1-4),CSC 5,23501,North,0,38.41,101613,101613,2302943.0,1.0,-122.29595,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,46
Low-Rise Multifamily,47.733509999999995,3.0,1,Multifamily LR (1-4),CSC 5,23502,North,0,6.28,30942,30942,900973.0,1.0,-122.29678999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,30
Restaurant,47.58654,2.0,1,NonResidential,CSC 1,23503,Southwest,0,334.15,20398,20398,9313513.0,1.0,-122.37643999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114
Distribution Center,47.5746,1.0,1,NonResidential,CSC 2,23504,Greater duwamish,0,38.57,41308,41308,1642471.5,1.0,-122.32637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,64
Low-Rise Multifamily,47.625859999999996,3.0,1,Multifamily LR (1-4),CSC 7,23508,Magnolia / queen anne,0,114.63,36751,36751,2552098.5,1.0,-122.36388000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,86
Low-Rise Multifamily,47.53979,4.0,1,Multifamily LR (1-4),CSC 1,23510,Southwest,0,91.53,39888,39888,2504814.5,1.0,-122.39408999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38
Low-Rise Multifamily,47.716770000000004,3.0,1,Multifamily LR (1-4),CSC 5,23515,North,0,4.94,30833,30833,709209.875,1.0,-122.31218999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16
Mid-Rise Multifamily,47.61963,6.0,1,Multifamily MR (5-9),CSC 7,23516,Magnolia / queen anne,0,5.93,28453,28453,825716.8125,1.0,-122.35700000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15
Mid-Rise Multifamily,47.6214,7.0,1,Multifamily MR (5-9),CSC 3,23517,East,0,4.67,28291,28291,669217.6875,1.0,-122.32765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,50
Low-Rise Multifamily,47.62514,4.0,1,Multifamily LR (1-4),CSC 7,23518,Magnolia / queen anne,0,6.26,34459,34459,897359.6875,1.0,-122.34783999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17
Mid-Rise Multifamily,47.55769,6.0,1,Multifamily MR (5-9),CSC 1,23519,Southwest,0,34.3,40025,40025,1568668.375,1.0,-122.38708000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
Mid-Rise Multifamily,47.62551,8.0,1,Multifamily MR (5-9),CSC 3,23521,East,0,5.46,25012,25012,783208.625,1.0,-122.32633,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,35
Mid-Rise Multifamily,47.629329999999996,7.0,1,Multifamily MR (5-9),CSC 7,23522,Magnolia / queen anne,5041,34.48,35750,30709,1243200.75,1.0,-122.35628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,48
Mid-Rise Multifamily,47.637809999999995,5.0,1,Multifamily MR (5-9),CSC 7,23523,Magnolia / queen anne,0,6.03,34726,34726,865348.0,1.0,-122.34421,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,32
Low-Rise Multifamily,47.61701,3.0,1,Multifamily LR (1-4),CSC 3,23530,East,0,8.3,49106,49106,1190733.5,1.0,-122.31171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,36
Low-Rise Multifamily,47.61656,3.0,1,Multifamily LR (1-4),CSC 3,23531,East,0,4.72,24754,24754,676499.875,1.0,-122.32378999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,51
Low-Rise Multifamily,47.72048,3.0,1,Multifamily LR (1-4),CSC 5,23543,North,0,5.5,30870,30870,788659.375,1.0,-122.31233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14
Mid-Rise Multifamily,47.6015,7.0,1,Multifamily MR (5-9),CSC 2,23552,Downtown,0,12.13,109284,109284,1739286.75,1.0,-122.32722,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15
Low-Rise Multifamily,47.62747,4.0,1,Multifamily LR (1-4),CSC 7,23554,Magnolia / queen anne,0,17.89,28766,28766,789209.8125,1.0,-122.35446999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17
Low-Rise Multifamily,47.62741,4.0,1,Multifamily LR (1-4),CSC 7,23557,Magnolia / queen anne,0,4.81,24570,24570,690259.0,1.0,-122.34577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,35
Mid-Rise Multifamily,47.61323,5.0,1,Multifamily MR (5-9),CSC 3,23558,East,0,11.71,50749,50749,1501111.75,1.0,-122.31641,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9
Mid-Rise Multifamily,47.61343,6.0,1,Multifamily MR (5-9),CSC 3,23559,East,0,25.59,91520,91520,3304112.0,1.0,-122.31641,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9
Low-Rise Multifamily,47.647859999999994,4.0,1,Multifamily LR (1-4),CSC 4,23560,Lake union,11128,7.07,62504,51376,1006989.688,1.0,-122.32378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12
Mid-Rise Multifamily,47.6148,7.0,1,Multifamily MR (5-9),CSC 7,23561,Downtown,0,45.08,39962,39962,1516831.75,1.0,-122.34568,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13
Mixed Use Property,47.60195,3.0,1,NonResidential,CSC 7,23562,Downtown,0,5.37,43878,43878,769771.3125,1.0,-122.33516000000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,103
Other,47.62591,3.0,1,NonResidential,CSC 7,23566,Magnolia / queen anne,0,15.7,34976,34976,873711.125,1.0,-122.35843,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,104
Low-Rise Multifamily,47.625840000000004,3.0,1,Multifamily LR (1-4),CSC 7,23567,Magnolia / queen anne,0,61.25,22604,22604,1351808.75,1.0,-122.35896000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,69
Low-Rise Multifamily,47.62662,4.0,1,Multifamily LR (1-4),CSC 7,23570,Magnolia / queen anne,0,138.31,46296,46296,2942890.75,1.0,-122.35876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,107
Low-Rise Multifamily,47.627520000000004,3.0,1,Multifamily LR (1-4),CSC 7,23571,Magnolia / queen anne,4882,25.47,36282,31400,961476.1875,1.0,-122.35831,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,87
Mid-Rise Multifamily,47.62692,9.0,1,Multifamily MR (5-9),CSC 7,23574,Magnolia / queen anne,0,41.15,54820,54820,2338567.75,1.0,-122.35893,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,46
Mid-Rise Multifamily,47.62747,6.0,1,Multifamily MR (5-9),CSC 7,23575,Magnolia / queen anne,0,5.31,44016,44016,761504.875,1.0,-122.35961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,56
Low-Rise Multifamily,47.626999999999995,3.0,1,Multifamily LR (1-4),CSC 7,23576,Magnolia / queen anne,0,75.13,31552,31552,1648730.5,1.0,-122.36028,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,86
Low-Rise Multifamily,47.62643,3.0,1,Multifamily LR (1-4),CSC 7,23577,Magnolia / queen anne,0,58.85,29533,29533,1355062.75,1.0,-122.35956000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,91
Low-Rise Multifamily,47.6261,3.0,1,Multifamily LR (1-4),CSC 7,23578,Magnolia / queen anne,0,68.8,20688,20688,1493131.75,1.0,-122.35953,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,86
Low-Rise Multifamily,47.60304,3.0,1,Multifamily LR (1-4),CSC 7,23579,Downtown,0,63.14,22972,22972,1385975.75,1.0,-122.33362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,70
Low-Rise Multifamily,47.62611,4.0,1,Multifamily LR (1-4),CSC 7,23589,Magnolia / queen anne,0,9.36,49034,49034,1342943.25,1.0,-122.36129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,31
Low-Rise Multifamily,47.626999999999995,4.0,1,Multifamily LR (1-4),CSC 7,23590,Magnolia / queen anne,0,4.27,33164,33164,611911.5,1.0,-122.36372,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,54
Low-Rise Multifamily,47.62782,4.0,1,Multifamily LR (1-4),CSC 7,23593,Magnolia / queen anne,0,8.42,38407,38407,1208168.75,1.0,-122.36583,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,109
Mid-Rise Multifamily,47.62767,6.0,1,Multifamily MR (5-9),CSC 7,23594,Magnolia / queen anne,0,184.51,88422,88422,4409881.5,1.0,-122.36518000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,61
Low-Rise Multifamily,47.62862,4.0,1,Multifamily LR (1-4),CSC 7,23595,Magnolia / queen anne,0,41.13,34498,34498,910639.1875,1.0,-122.36827,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,109
Low-Rise Multifamily,47.73052,4.0,1,Multifamily LR (1-4),CSC 5,23605,North,0,10.92,56074,56074,1566177.0,1.0,-122.29555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,31
Low-Rise Multifamily,47.73108,4.0,1,Multifamily LR (1-4),CSC 5,23609,North,0,8.57,43132,43132,1228837.25,1.0,-122.29422,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,35
Mid-Rise Multifamily,47.73072,5.0,1,Multifamily MR (5-9),CSC 5,23610,North,0,4.74,25671,25671,680395.875,1.0,-122.29476000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,48
Low-Rise Multifamily,47.73082,4.0,1,Multifamily LR (1-4),CSC 5,23611,North,0,6.15,31379,31379,882759.1875,1.0,-122.29418000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,23
Low-Rise Multifamily,47.730140000000006,4.0,1,Multifamily LR (1-4),CSC 5,23612,North,0,5.53,24052,24052,792939.3125,1.0,-122.29513999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,47
Mid-Rise Multifamily,47.73182,6.0,1,Multifamily MR (5-9),CSC 5,23615,North,0,14.35,119355,119355,2059083.25,1.0,-122.29321999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13
Warehouse,47.65674,1.0,1,NonResidential,CSC 7,23618,Magnolia / queen anne,0,33.8,38255,38255,985401.8125,1.0,-122.37223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,59
Other,47.655609999999996,1.0,1,Campus,CSC 7,23622,Magnolia / queen anne,0,565.55,260241,260241,34012980.0,23.0,-122.38063000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61
Low-Rise Multifamily,47.67965,4.0,1,Multifamily LR (1-4),CSC 4,23632,Northeast,0,28.19,144779,144779,4042957.75,1.0,-122.26401000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,46
Low-Rise Multifamily,47.6815,3.0,1,Multifamily LR (1-4),CSC 6,23633,Northwest,0,10.43,20210,20210,536642.875,1.0,-122.32507,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,49
Low-Rise Multifamily,47.531040000000004,2.0,1,Multifamily LR (1-4),CSC 2,23637,Southeast,0,60.5,21708,21708,1464009.25,2.0,-122.26968000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,60
Low-Rise Multifamily,47.53647,2.0,1,Multifamily LR (1-4),CSC 2,23639,Southeast,0,9.68,55842,55842,1388812.0,1.0,-122.2688,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10
High-Rise Multifamily,47.62464,12.0,1,Multifamily HR (10+),CSC 3,23641,East,15303,27.69,97160,81857,3971959.75,1.0,-122.32444,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,46
Low-Rise Multifamily,47.61991,4.0,1,Multifamily LR (1-4),CSC 3,23643,Central,0,52.79,23875,23875,1258978.375,1.0,-122.3098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,87
Low-Rise Multifamily,47.67334,4.0,1,Multifamily LR (1-4),CSC 6,23652,Ballard,0,3.38,28467,28467,485122.4063,1.0,-122.40606000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17
Office,47.65103,3.0,1,NonResidential,CSC 6,23653,Lake union,0,59.24,48924,48924,2282551.25,1.0,-122.35541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,27
Mid-Rise Multifamily,47.62177,6.0,1,Multifamily MR (5-9),CSC 7,23657,Magnolia / queen anne,0,11.51,22551,22551,914488.625,1.0,-122.35636000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15
Low-Rise Multifamily,47.63794,2.0,1,Multifamily LR (1-4),CSC 4,23658,Lake union,0,37.54,21643,21643,943183.3125,1.0,-122.32866999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27
Low-Rise Multifamily,47.62657,4.0,1,Multifamily LR (1-4),CSC 7,23660,Magnolia / queen anne,4304,10.17,26964,22660,585077.125,1.0,-122.35333999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22
Mid-Rise Multifamily,47.613859999999995,8.0,1,Multifamily MR (5-9),CSC 7,23661,Downtown,0,30.78,139301,139301,3375091.5,1.0,-122.3489,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18
Office,47.64168,4.0,1,NonResidential,CSC 4,23671,Lake union,18036,11.17,50333,32297,1602084.375,1.0,-122.32562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,57
Office,47.6404,4.0,1,NonResidential,CSC 4,23672,Lake union,21906,17.57,57432,35526,2520483.25,1.0,-122.32553,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,30
Office,47.63995,3.0,1,NonResidential,CSC 4,23673,Lake union,7956,4.65,25912,17956,666740.3125,1.0,-122.32557,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,47
Office,47.64113,3.0,1,NonResidential,CSC 4,23674,Lake union,21908,13.91,57132,35224,1994967.75,1.0,-122.32625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,16
Mid-Rise Multifamily,47.545390000000005,6.0,1,Multifamily MR (5-9),CSC 1,23677,Delridge,0,44.19,49510,49510,2765612.25,1.0,-122.37544,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48
Low-Rise Multifamily,47.54371,3.0,1,Multifamily LR (1-4),CSC 1,23679,Delridge,0,7.21,23664,23664,1034808.875,1.0,-122.37605,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39
Low-Rise Multifamily,47.54733,3.0,1,Multifamily LR (1-4),CSC 1,23680,Delridge,800,7.83,42169,41369,1123073.25,1.0,-122.37377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
Low-Rise Multifamily,47.54634,4.0,1,Multifamily LR (1-4),CSC 1,23681,Delridge,0,44.97,56334,56334,1934971.0,1.0,-122.37348999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
Senior Care Community,47.54542,3.0,1,Multifamily LR (1-4),CSC 1,23682,Delridge,0,25.11,144682,144682,5121586.0,1.0,-122.3734,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
Worship Facility,47.52172,2.0,1,NonResidential,CSC 1,23689,Delridge,0,26.73,24224,24224,968026.3125,1.0,-122.35486999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,59
Worship Facility,47.519890000000004,1.0,1,NonResidential,CSC 1,23691,Delridge,0,13.12,23706,23706,400770.9063,1.0,-122.35489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,53
Mid-Rise Multifamily,47.62742,5.0,1,Multifamily MR (5-9),CSC 7,23695,Magnolia / queen anne,0,54.67,27288,27288,1406687.5,1.0,-122.35361,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,53
Warehouse,47.5465,1.0,1,NonResidential,CSC 2,23701,Greater duwamish,0,13.7,31900,31900,1964681.25,1.0,-122.31703999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,53
Other,47.5219,1.0,1,NonResidential,CSC 1,23711,Southwest,0,178.86,49066,49066,3835202.0,1.0,-122.38786999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99
Worship Facility,47.52097,3.0,1,NonResidential,CSC 1,23712,Southwest,0,61.3,30740,30740,1686262.25,1.0,-122.38688,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,64
Low-Rise Multifamily,47.524809999999995,4.0,1,Multifamily LR (1-4),CSC 2,23713,Southeast,0,5.46,21540,21540,783104.125,1.0,-122.26961000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,54
Low-Rise Multifamily,47.52175,2.0,1,Multifamily LR (1-4),CSC 2,23714,Southeast,0,88.58,332900,332900,12549118.0,1.0,-122.26466,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,69
