Longitude,Neighborhood,BuildingType,TotalGHGEmissions,ComplianceStatus,PropertyGFAParking,CouncilDistrictCode,PropertyGFABuilding(s),OSEBuildingID,SiteEnergyUse(kBtu),PropertyGFATotal,NumberofBuildings,Latitude,NumberofFloors,PrimaryPropertyType,RecentUpgrade,Age,Central,Delridge,Downtown,East,Greater duwamish,Lake union,Magnolia / queen anne,North,Northeast,Northwest,Southeast,Southwest,High-Rise Multifamily,Hospital,Hotel,K-12 School,Laboratory,Low-Rise Multifamily,Medical Office,Mid-Rise Multifamily,Mixed Use Property,Office,Other,Refrigerated Warehouse,Residence Hall,Restaurant,Retail Store,Self-Storage Facility,Senior Care Community,Supermarket / Grocery Store,University,Warehouse,Worship Facility,Multifamily HR (10+),Multifamily LR (1-4),Multifamily MR (5-9),NonResidential,Nonresidential COS,Nonresidential WA,SPS-District K-12,CSC 2,CSC 3,CSC 4,CSC 5,CSC 6,CSC 7
-122.3278,Greater duwamish,NonResidential,3.86974161317154,1,0.0,CSC 2,2.1073635206596784,548,14.400063249206152,1.9435118819441657,0.5482643928877449,47.54965,0.5703095532392818,Office,0,15.379578102678948,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.34843000000001,Magnolia / queen anne,NonResidential,3.388787361585474,1,2.343342429695412,CSC 7,2.10701639687207,549,14.59470733022996,1.944848486006722,0.5482643928877449,47.624759999999995,1.164201619984473,Office,0,10.592145233584525,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-122.34421999999999,Northwest,NonResidential,1.9906103279732201,1,0.0,CSC 5,2.1084570631056234,550,12.693160750458514,1.9442101602793667,0.5482643928877449,47.71286,0.9511921592896965,Warehouse,0,10.827415627700184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-122.31743999999999,East,NonResidential,3.675794214565281,1,2.338236372207632,CSC 3,2.1076481886496365,551,15.11956111368805,1.944734167300476,0.5482643928877449,47.615520000000004,0.8115026719592557,Mixed Use Property,0,21.490307101669753,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-122.33341999999999,Greater duwamish,NonResidential,5.326953413084369,1,0.0,CSC 2,2.112459175570812,552,16.05165997135313,1.9467117169234733,0.5482643928877449,47.5701,0.5703095532392818,Distribution Center,0,14.622481620362434,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.33303000000001,Greater duwamish,NonResidential,5.035067710236841,1,0.0,CSC 2,2.110624652721867,553,16.897229270938787,1.945576628832731,0.5482643928877449,47.568740000000005,0.5703095532392818,Distribution Center,0,18.024299475963446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.33241000000001,Greater duwamish,NonResidential,3.497113438491982,1,0.0,CSC 2,2.1072923816863263,554,13.8751551703165,1.943466267491751,0.5482643928877449,47.57023,0.5703095532392818,Distribution Center,0,12.176602250560444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.33361000000001,Greater duwamish,NonResidential,4.32161292811326,1,0.0,CSC 2,2.1077188323019644,555,15.4436128030241,1.9437393694741585,0.5482643928877449,47.56785,0.5703095532392818,Other,0,19.49239343352909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.33273,Greater duwamish,NonResidential,4.96535894922662,1,0.0,CSC 2,2.1107510764128756,556,16.68881646351032,1.945655529635097,0.5482643928877449,47.56637,0.5703095532392818,Refrigerated Warehouse,0,17.34554126222618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.35506000000001,Northwest,NonResidential,6.02931412838173,1,2.31937133822867,CSC 5,2.107074938238759,557,16.50439581240878,1.9438392241192923,0.5482643928877449,47.69267,0.5703095532392818,Supermarket / Grocery Store,0,6.2087186724914005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-122.3105,North,NonResidential,5.611447863453405,1,0.0,CSC 5,2.1079037302805363,558,16.218351399434447,1.9438575231284547,0.5482643928877449,47.73315,0.5703095532392818,Supermarket / Grocery Store,0,12.176602250560444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-122.33078,Lake union,NonResidential,4.0239220979255546,1,2.3580162822226995,CSC 7,2.1133456933534185,561,16.019260134450274,1.9480192631056605,0.5482643928877449,47.620290000000004,1.164201619984473,Office,0,5.533178561594157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-122.33027,Lake union,NonResidential,5.2554620562416074,1,2.359702421367117,CSC 7,2.1107475660664874,562,16.111846968543286,1.9476389535963008,0.5482643928877449,47.62,1.0445242012870617,Retail Store,0,8.300775166107377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-122.30957,Central,NonResidential,3.677565694213663,1,0.0,CSC 3,2.1082482788067685,563,15.510071390374987,1.94407727306619,0.5482643928877449,47.59367,0.8115026719592557,Office,0,23.369206683370567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-122.31123999999998,Greater duwamish,NonResidential,4.5134933974161875,1,0.0,CSC 3,2.1085205583878235,564,14.97272078866908,1.9442505322109944,0.5482643928877449,47.59388,0.5703095532392818,Office,0,14.23413406531845,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-122.30186,Northeast,NonResidential,3.9154172384961616,1,2.3482568451475947,CSC 4,2.108033614581701,565,15.61767759673028,1.9456083390423016,0.5482643928877449,47.66517,0.9511921592896965,Office,0,5.177556376593015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-122.30982,Central,NonResidential,4.457597821520956,1,0.0,CSC 3,2.1095467156060614,566,16.31957624563627,1.944900201139843,0.5482643928877449,47.6144,0.9511921592896965,Other,0,21.63875259279381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-122.32765,Greater duwamish,NonResidential,5.573863596655295,1,0.0,CSC 2,2.11452738417962,568,15.89795577160156,1.9479618625982562,0.5482643928877449,47.56407,0.8115026719592557,Warehouse,0,9.615888233268986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.31598999999999,Greater duwamish,NonResidential,5.514839041553359,1,0.0,CSC 2,2.114365811626705,569,16.86133676445933,1.9478655279825197,0.5482643928877449,47.5928,1.362365748650629,Mixed Use Property,0,20.737350365880005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.32626,Lake union,NonResidential,3.551053137206533,1,2.344562966329048,CSC 4,2.107464622286576,570,15.395527383673613,1.9450965503265145,0.5482643928877449,47.640370000000004,1.0445242012870617,Office,0,12.605336784534915,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-122.33316,Greater duwamish,NonResidential,3.7669972333778885,1,0.0,CSC 1,2.110489027897195,571,14.502808414535307,1.9454918815644386,0.5482643928877449,47.53687,0.8115026719592557,Distribution Center,0,10.111404897353582,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-122.33084,Lake union,NonResidential,4.1726935286330775,1,2.3335662846421874,CSC 7,2.1069867500371573,572,14.772533264307,1.9442280760249582,0.5482643928877449,47.62405,0.5703095532392818,Mixed Use Property,0,21.341161603275598,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-122.33006999999999,Lake union,NonResidential,3.6054978451748854,1,2.352880276086336,CSC 7,2.1094196014501843,573,15.451598385733563,1.9464656029088403,0.5482643928877449,47.62488,1.1122735634108494,Office,0,9.8655896477398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-122.3255,North,NonResidential,4.86976273521484,1,0.0,CSC 5,2.1143552115378323,574,15.802127334885366,1.9478591992151195,0.5482643928877449,47.70759,0.8115026719592557,Retail Store,0,17.856231423206154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-122.33171000000002,Northwest,NonResidential,5.685448767967697,1,0.0,CSC 5,2.1099141537874577,575,16.021587283613915,1.9451314985702013,0.5482643928877449,47.707440000000005,1.1122735634108494,Office,0,13.435799244947729,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-122.31843,North,NonResidential,3.8605191625610304,1,0.0,CSC 5,2.1105121610485154,576,15.511207356004032,1.9455063442309548,0.0,47.7094,0.8115026719592557,Other,0,14.429164288580742,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-122.33278999999999,Northwest,NonResidential,3.814410176561146,1,0.0,CSC 5,2.1099186572979454,577,15.665733491860651,1.9451343289355922,0.5482643928877449,47.70732,1.164201619984473,Office,0,11.958559364804842,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-122.34143,Delridge,NonResidential,3.139832617527748,1,0.0,CSC 1,2.107176601741185,578,13.932888289273723,1.9433919813771277,0.5482643928877449,47.53926,0.5703095532392818,Distribution Center,0,13.024857891643006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-122.33847,Delridge,NonResidential,4.072950669534428,1,0.0,CSC 1,2.1119530103836848,579,14.615498008804943,1.9464007374409813,0.5482643928877449,47.53689,0.5703095532392818,Warehouse,0,14.622481620362434,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-122.34193,Magnolia / queen anne,NonResidential,4.092342559551428,1,2.3522594314945864,CSC 7,2.110187026038388,580,15.349448221785124,1.9466067762459671,0.5482643928877449,47.631159999999994,1.1122735634108494,Office,0,10.827415627700184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-122.33493999999999,Northwest,NonResidential,3.917607383722047,1,2.3556846780734326,CSC 5,2.108865158650116,581,15.756209653031496,1.9467131843264145,0.5482643928877449,47.708870000000005,0.9511921592896965,Other,0,5.533178561594157,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-122.33782,Northwest,NonResidential,3.5328102684640474,1,0.0,CSC 5,2.1083940534090817,582,15.376966424613306,1.944170077840611,0.5482643928877449,47.7126,0.9511921592896965,Medical Office,0,5.533178561594157,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-122.34295,Northwest,NonResidential,3.5553480614894135,1,0.0,CSC 5,2.107388019607003,583,13.786243037046205,1.9435275855186525,0.5482643928877449,47.69814,0.8115026719592557,Warehouse,0,18.191324277084664,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-122.32913,Greater duwamish,NonResidential,4.088829381533991,1,0.0,CSC 1,2.1070370833551078,584,14.429290885742637,1.9433023863037566,0.5482643928877449,47.526959999999995,0.5703095532392818,Warehouse,0,12.176602250560444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-122.34115,Downtown,NonResidential,6.417042691846703,1,0.0,CSC 7,2.106146589852083,23854,16.258556131907284,1.9427285785235855,0.5482643928877449,47.60613,0.5703095532392818,Restaurant,0,25.283420449478637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-122.33272,Northwest,NonResidential,5.691979762537049,1,0.0,CSC 5,2.1117537606223635,585,16.56540590998367,1.9462778415071649,0.5482643928877449,47.70449,0.9511921592896965,Medical Office,0,15.931621873258079,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-122.3255,North,NonResidential,4.522874943261261,1,0.0,CSC 5,2.1126044652342,586,15.680494079041672,1.9468006460038887,0.5482643928877449,47.70759,0.8115026719592557,Retail Store,0,15.192639968493088,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-122.32505,Lake union,NonResidential,7.053974588483115,1,2.357312138358118,CSC 4,2.1118990675978644,588,17.667835128782166,1.9475594308009758,0.0,47.63451,1.1122735634108494,Mixed Use Property,0,6.531074126886217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-122.33157,Lake union,NonResidential,3.8334126048462345,1,2.3535142396833564,CSC 7,2.1107675802710664,589,15.685214920606796,1.9468879941135142,0.5482643928877449,47.6244,1.0445242012870617,Office,0,7.149635523802959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-122.33474,Greater duwamish,NonResidential,3.213260086082565,1,0.0,CSC 2,2.1107792942683385,590,13.843493240140107,1.9456731274497587,0.5482643928877449,47.56089,0.8115026719592557,Warehouse,0,14.429164288580742,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.335,Greater duwamish,NonResidential,3.929862923556477,1,2.348030844213151,CSC 2,2.0940478662860507,592,14.386506206115296,1.9434969357998986,0.5482643928877449,47.55787,0.5703095532392818,Other,0,7.149635523802959,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.33163,Greater duwamish,NonResidential,4.68978703170797,1,0.0,CSC 2,2.1110110241157263,594,14.66558253122548,1.9458174633166698,0.0,47.55741,0.5703095532392818,Other,0,13.638230870245549,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.33186,Greater duwamish,NonResidential,3.1406980438041767,1,0.0,CSC 2,2.10740426923607,595,14.537709737605454,1.943537999891108,0.5482643928877449,47.5563,0.5703095532392818,Office,1,18.191324277084664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.33316,Greater duwamish,NonResidential,4.194189897191817,1,0.0,CSC 2,2.1069877214716994,596,14.979353003534788,1.9432706671123718,0.5482643928877449,47.55623,0.5703095532392818,Office,0,19.808573616483567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.36737,Magnolia / queen anne,NonResidential,3.9267145541711357,1,2.356370167173668,CSC 7,2.1130186891249862,597,15.711231990331338,1.9477978380848264,0.5482643928877449,47.6252,1.0445242012870617,Office,0,4.018095853424051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-122.33221,Greater duwamish,NonResidential,4.683611612294654,1,0.0,CSC 2,2.1070865706422333,598,14.752005111155329,1.9433341754623945,0.5482643928877449,47.565490000000004,0.5703095532392818,Warehouse,0,16.64856730640833,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.32753999999998,Greater duwamish,NonResidential,3.058237478905388,1,0.0,CSC 2,2.109317035491349,599,14.860382525628097,1.9447552559259176,0.5482643928877449,47.56158,0.5703095532392818,Refrigerated Warehouse,0,14.037338833493497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.32888999999999,Greater duwamish,NonResidential,3.7013019741124933,1,0.0,CSC 2,2.11050951987609,600,14.85634065004513,1.9455046931470994,0.5482643928877449,47.56558,0.5703095532392818,Warehouse,0,16.82460978976947,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.33572,Lake union,NonResidential,4.174387269895637,1,0.0,CSC 4,2.107335974095054,601,15.051459894804857,1.943494221693177,0.5482643928877449,47.66113,0.8115026719592557,Mixed Use Property,0,24.74690160931959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-122.32592,Lake union,NonResidential,6.464136488241093,1,2.3502916675415744,CSC 4,2.1114947696387394,602,16.930365813489924,1.9468883783310826,0.5482643928877449,47.63465,0.9511921592896965,Mixed Use Property,0,4.422336737364369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-122.32746000000002,Lake union,NonResidential,6.008862324284403,1,2.3524711971105954,CSC 3,2.11082861893987,603,16.768096105652834,1.9468150430471665,0.5482643928877449,47.63108,0.9511921592896965,Other,0,22.51531762717323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-122.3396,Lake union,NonResidential,5.90478947719715,1,0.0,CSC 7,2.1114954340295684,604,16.447268598180077,1.9461181182279295,0.5482643928877449,47.63,1.313144126264852,Office,0,14.037338833493497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-122.33968,Lake union,NonResidential,3.7005609588877744,1,0.0,CSC 7,2.1103019988332656,605,15.549329248561316,1.945374839455624,0.5482643928877449,47.633759999999995,1.20556552331239,Office,0,14.23413406531845,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-122.3275,Greater duwamish,NonResidential,2.2752138961979136,1,0.0,CSC 2,2.110254536739896,606,14.040512281806098,1.9453451061210218,0.5482643928877449,47.55515,0.5703095532392818,Warehouse,0,13.435799244947729,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.35014,Downtown,NonResidential,3.286160571673797,1,0.0,CSC 7,2.1012921370109785,19746,13.474595592019906,1.939547867200384,0.5482643928877449,47.6153,0.5703095532392818,Other,0,18.522329210778363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-122.26825,Southeast,NonResidential,5.728475087246572,1,0.0,CSC 2,2.1081441098079385,607,16.390655912977824,1.944010893822094,0.5482643928877449,47.52095,0.5703095532392818,Supermarket / Grocery Store,0,6.531074126886217,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.33379,Downtown,NonResidential,3.0315819264476884,1,0.0,CSC 2,2.109480138569252,609,14.856026022034522,1.9448582145862532,0.5482643928877449,47.59895,1.1122735634108494,Office,0,24.74690160931959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.33327,Downtown,NonResidential,4.910372872157861,1,0.0,CSC 2,2.1105522078791243,610,15.703615050149606,1.9455313738660132,0.5482643928877449,47.59855,1.20556552331239,Office,0,24.475629117989364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.33379,Downtown,NonResidential,3.0392705755684744,1,0.0,CSC 2,2.1091093050868093,611,14.863948399785636,1.9446239266602292,0.5482643928877449,47.59856,1.164201619984473,Office,0,24.339217152628333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.3338,Downtown,NonResidential,4.354141431184346,1,0.0,CSC 7,2.1088624106108984,612,14.593952246704351,1.944467551648518,0.5482643928877449,47.599790000000006,1.0445242012870617,Office,0,25.283420449478637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-122.33379,Downtown,NonResidential,3.2973172511747633,1,0.0,CSC 7,2.1098232837403823,613,14.554933136174391,1.945074364923735,0.5482643928877449,47.60035,1.0445242012870617,Office,0,25.283420449478637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-122.33248,Downtown,NonResidential,3.2538567937634464,1,2.331441770344711,CSC 7,2.1082444035498007,614,15.088121740952005,1.9447196538930014,0.5482643928877449,47.601459999999996,1.164201619984473,Office,0,25.283420449478637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-122.33247,Downtown,NonResidential,4.877560939870913,1,0.0,CSC 7,2.1125168065251123,615,15.850967818695803,1.9467470100153133,0.5482643928877449,47.59962,1.0445242012870617,Office,0,25.283420449478637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-122.33198,Downtown,NonResidential,4.611052849146247,1,0.0,CSC 2,2.1124353496038992,616,15.282506294403918,1.9466971189767552,0.5482643928877449,47.59858,1.20556552331239,Office,0,24.339217152628333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.3299,Downtown,Nonresidential COS,2.658859956911438,1,0.0,CSC 2,2.1087057906043993,619,14.45972008847928,1.9443681953836784,0.5482643928877449,47.59871,0.9511921592896965,Other,0,24.475629117989364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-122.32905,Greater duwamish,NonResidential,3.4836986031738992,1,0.0,CSC 2,2.107728128541403,620,14.679065271013766,1.943745313706459,0.5482643928877449,47.593340000000005,0.9511921592896965,Mixed Use Property,0,23.926797113036216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.32666,Greater duwamish,NonResidential,4.198103796512953,1,0.0,CSC 2,2.109715480573945,621,14.58265350795488,1.9450065266418406,0.5482643928877449,47.59366,0.5703095532392818,Warehouse,0,22.225748726869796,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-122.33131000000002,Greater duwamish,NonResidential,4.894850261102546,1,0.0,CSC 2,2.109322762117463,622,15.196359620318258,1.9447588732032581,0.5482643928877449,47.579409999999996,0.8115026719592557,Other,0,17.34554126222618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
